River Discharge (m³/s),Flood Occurred
0.6226384186674174,0.0
0.5565896286182488,0.0
0.885621216186282,0.0
0.0634154946558284,0.0
0.0673449039099073,1.0
0.701780050383192,0.0
0.7680082597797896,0.0
0.4336107908137807,1.0
0.3523209930370758,0.0
0.2779557396058519,0.0
0.2344025655558032,0.0
0.9120128457332816,0.0
0.29515140172549,1.0
0.6481149125338389,1.0
0.7871404531888476,1.0
0.0219596556588041,1.0
0.0338680456314748,1.0
0.3331518720083045,1.0
0.6960551562648768,0.0
0.2608081300018554,0.0
0.0014749596040135,1.0
0.2881592746962333,0.0
0.0901285795251747,1.0
0.2194199556674245,1.0
0.333204471685733,1.0
0.1280577250544414,0.0
0.7064048507971507,0.0
0.2559293913999095,0.0
0.6611318107592764,0.0
0.5990655980820117,0.0
0.8980987873493913,0.0
0.0879307841583049,1.0
0.2146144309254216,0.0
0.8652294693887493,0.0
0.8221795376432295,1.0
0.192110329898193,1.0
0.1077349850245898,0.0
0.8562918906300736,0.0
0.1781418694024334,1.0
0.8711611541368336,1.0
0.9611723344671746,1.0
0.2208133842297081,0.0
0.8404369361220567,0.0
0.4238517917178982,0.0
0.7888242132939346,1.0
0.4074151129202027,1.0
0.0703920049989241,1.0
0.7127358311304675,0.0
0.1506905655839429,1.0
0.9270803810559785,1.0
0.4177665664812868,1.0
0.0819973518818318,1.0
0.2284872879027456,1.0
0.8625684749059106,0.0
0.3210991085343425,1.0
0.8563784269377434,1.0
0.1722901487450375,0.0
0.4682418765171486,1.0
0.8783114313352922,0.0
0.0483997269235963,0.0
0.3042896662732031,0.0
0.9099057006563892,0.0
0.5965589006681169,1.0
0.7162729326657347,1.0
0.8421778944603093,0.0
0.5236239859628163,1.0
0.8454155794355527,1.0
0.6388000471229192,1.0
0.6856891499951523,0.0
0.1528565297285734,1.0
0.9390749454343464,1.0
0.7961306411911921,1.0
0.2542050370153622,1.0
0.5800261029420047,0.0
0.3764833506717888,1.0
0.6604389626405026,0.0
0.993806721454532,1.0
0.0457411090007831,0.0
0.9525806824958462,0.0
0.0723878755973494,1.0
0.4607878764212473,1.0
0.4821339084182953,1.0
0.2687344941671939,0.0
0.5667298086823541,1.0
0.8340130409858085,0.0
0.2939739556424618,1.0
0.0704013445593104,1.0
0.632318731594996,1.0
0.7517883719869697,0.0
0.954580191766892,0.0
0.159527179918733,0.0
0.9014133932937636,1.0
0.4821481859953576,1.0
0.2357660104642719,1.0
0.9628062175925646,1.0
0.2384372275857758,0.0
0.7334861705515014,0.0
0.7849322994293323,0.0
0.4305402138960414,0.0
0.6900238421087102,0.0
0.572507994822278,1.0
0.1920375201445967,1.0
0.759931684692347,0.0
0.9280715047017528,0.0
0.4886632113432463,1.0
0.9943701710481846,0.0
0.4279862994607045,1.0
0.4797611203999361,1.0
0.6739354054979567,0.0
0.1857744814385572,0.0
0.9019995777282352,1.0
0.8013194445541909,1.0
0.8724688243420536,0.0
0.6095920483127557,0.0
0.8838002780104428,0.0
0.6800107964014525,1.0
0.5115876321466502,0.0
0.9318464233234656,0.0
0.4397415627590697,0.0
0.5005958323185914,1.0
0.1695469526228554,0.0
0.9477157199923136,1.0
0.2210595710382805,1.0
0.2014213369107287,0.0
0.1011931276474445,0.0
0.4533821826934477,0.0
0.2736249255949727,1.0
0.7408234896861958,0.0
0.307534326723154,0.0
0.7208113753231404,0.0
0.1959661205246949,1.0
0.2299732186660174,1.0
0.8062211447803074,1.0
0.3711106284350665,1.0
0.1117732262563765,1.0
0.9614614600512262,1.0
0.1773959177474836,1.0
0.1501990105547134,1.0
0.3583982660628773,1.0
0.0956319103908471,1.0
0.1556186403684971,0.0
0.8464943500994612,1.0
0.1715102124527271,0.0
0.111426040450001,1.0
0.8800095931550701,0.0
0.4438185822886929,1.0
0.1571653121420429,0.0
0.5815489717396328,0.0
0.0415002602333737,1.0
0.4274035004960323,1.0
0.5903459722825428,0.0
0.9571773907536302,0.0
0.3264787724724007,1.0
0.7650952540392105,0.0
0.1327005030175737,1.0
0.4336037220799351,1.0
0.223141635569576,0.0
0.4924932557630478,1.0
0.4172521069644894,1.0
0.9798439684658736,1.0
0.9175526347591768,1.0
0.5822374882271341,0.0
0.1765134785635062,0.0
0.5569868443505441,1.0
0.7921282939740478,1.0
0.038021293203908,1.0
0.4340507514278418,1.0
0.042641413625418,1.0
0.2439662746428707,0.0
0.0921125588537222,0.0
0.9606358804407236,1.0
0.1688318254213592,1.0
0.1501057678198599,0.0
0.9721133536040965,0.0
0.5159943255631724,0.0
0.7580287031797036,0.0
0.3273287182792114,0.0
0.5328889024633897,0.0
0.006845750417053,1.0
0.4088381411322784,1.0
0.5551195110192789,0.0
0.5144370917209394,0.0
0.4058391508325245,1.0
0.7879533924279981,1.0
0.5016668770999368,1.0
0.6361558183463034,1.0
0.1846253898640915,0.0
0.8615508839040362,1.0
0.3628526907809639,0.0
0.4821283407686229,0.0
0.352210557216524,0.0
0.8919600537097978,1.0
0.900793631851166,0.0
0.2242913293248906,1.0
0.7527578652403004,0.0
0.1028821852238143,0.0
0.0298439724567265,0.0
0.8366331882462695,0.0
0.1311787300315494,0.0
0.1547849249719205,0.0
0.606621523920215,0.0
0.816816229148249,0.0
0.1896055205861969,0.0
0.1141916515972679,0.0
0.0773192279168017,1.0
0.024839686758971,1.0
0.1164787239476241,1.0
0.9427482782591228,1.0
0.0952806295982907,1.0
0.5975916180202254,1.0
0.921021264174848,0.0
0.6278548649008253,0.0
0.0327395727047339,0.0
0.5964463724412773,1.0
0.90311895156307,1.0
0.3225727752845178,1.0
0.313641055843089,1.0
0.248872263014583,0.0
0.505570905740468,1.0
0.2379507697215501,0.0
0.7238300924928189,1.0
0.6448976429994829,0.0
0.4007927321138866,1.0
0.7225962940814887,0.0
0.098494644372596,1.0
0.7495714938431144,0.0
0.602941193238095,1.0
0.6301177553537043,1.0
0.0646597124718833,0.0
0.6181690700885352,1.0
0.494147557422519,0.0
0.4858874681471061,0.0
0.3218670914895573,0.0
0.0076059739344478,0.0
0.4226580197264843,1.0
0.4009353507730943,0.0
0.4228260385479319,1.0
0.6120276428021377,1.0
0.2999183972894665,0.0
0.2693935341014982,0.0
0.4978070646107987,0.0
0.592349959638846,0.0
0.5673589925270536,0.0
0.8816939061786135,0.0
0.7691884972014266,0.0
0.0521850511640232,0.0
0.5635057161590091,1.0
0.4178344976197883,0.0
0.3610676796138669,0.0
0.9579533199511332,0.0
0.4568187502860104,1.0
0.7194759167732834,0.0
0.967145015585456,1.0
0.1510020829952872,0.0
0.0546115837285106,0.0
0.3136333551899541,0.0
0.044438887694744,0.0
0.1167642049659089,0.0
0.9917695607462852,0.0
0.9602364755298456,1.0
0.6913317462409765,1.0
0.753030327810305,0.0
0.1404933024026188,0.0
0.5952680601869906,0.0
0.1544149260867867,1.0
0.3784037339126106,0.0
0.3453603319234706,1.0
0.6139942325863416,1.0
0.0796901541604875,0.0
0.1034607492055872,0.0
0.6099654186847506,0.0
0.6361529514429304,0.0
0.3398973562728195,0.0
0.146872791050667,0.0
0.8861323929231989,0.0
0.0529440048009088,1.0
0.7174163978457244,0.0
0.1400459121360861,1.0
0.6374092892860966,0.0
0.6636930344319081,1.0
0.8043064897681285,1.0
0.3950438038554485,1.0
0.021789533750476,0.0
0.8110967054351392,1.0
0.444090112218718,1.0
0.8471396165152314,0.0
0.7760298587665146,0.0
0.4983326424963919,1.0
0.9994596758070944,0.0
0.4620984076971734,1.0
0.6965440656038863,0.0
0.6698414300429963,1.0
0.5180938946100019,0.0
0.5853820937134571,1.0
0.798655226064594,1.0
0.5716441282085465,0.0
0.4501708160887986,0.0
0.6621195539715711,0.0
0.0355030435034927,1.0
0.1091929482976484,0.0
0.125426569150906,1.0
0.4257884984054734,1.0
0.8718267336664824,1.0
0.64333038561943,1.0
0.972676904666486,1.0
0.0399352821744166,0.0
0.7220482434748415,1.0
0.3142147230941806,1.0
0.0232786042817252,0.0
0.8259750320795839,0.0
0.1626962943374793,1.0
0.2140811926714042,1.0
0.3404808297859156,0.0
0.7884028764402288,1.0
0.6246250812930555,1.0
0.2648709098464026,1.0
0.1684924876416158,0.0
0.1095473346542949,1.0
0.1498184387034667,0.0
0.8681963973579143,1.0
0.922738366435196,1.0
0.9680159130963594,1.0
0.8347808319004032,1.0
0.8874428922336339,1.0
0.8161511673539036,1.0
0.958113193861869,0.0
0.8457006395522515,1.0
0.4620260073027746,1.0
0.3232681023564605,0.0
0.5842436153061462,1.0
0.608216702080298,0.0
0.5749456262595789,1.0
0.7067664909282128,1.0
0.699016194381819,1.0
0.087191844946665,0.0
0.2855336460240976,1.0
0.889912924406081,1.0
0.5900671807811225,0.0
0.328538848480789,1.0
0.8505086780771005,0.0
0.2490509722431057,1.0
0.4092195603483874,0.0
0.2762653288801552,0.0
0.8714013883644176,1.0
0.7283303172224127,0.0
0.4602488481796042,0.0
0.9323564868707248,1.0
0.927500101132544,1.0
0.7115655042354654,0.0
0.8920465168951467,0.0
0.7194341403519695,0.0
0.6282466185947178,0.0
0.4208035101349549,0.0
0.2734801278688601,0.0
0.0602530680373228,0.0
0.800916591230932,0.0
0.1221630456423399,0.0
0.4103690156411126,0.0
0.2346419104192311,1.0
0.4546491176959739,0.0
0.3149970449451555,0.0
0.8297424473578728,1.0
0.9782373693143172,0.0
0.9416110662897532,0.0
0.6224042682454441,0.0
0.9793354310537304,1.0
0.4007417714873795,0.0
0.5225149274100184,0.0
0.2568590554045096,0.0
0.8980358274776608,1.0
0.1797130417100489,1.0
0.6105210059846158,1.0
0.7995006410843154,0.0
0.5954312422758927,1.0
0.0787722001573891,1.0
0.6114804773611843,0.0
0.7671236190362906,0.0
0.1878326375369222,0.0
0.7369950819598328,1.0
0.878629669496873,1.0
0.9865178719664384,1.0
0.4100790188323179,0.0
0.0251556794680777,1.0
0.4190993754948138,0.0
0.6602647920208329,1.0
0.8914178783353404,0.0
0.938161845759952,0.0
0.9096298792907712,0.0
0.6579965684688699,1.0
0.6825615270310109,1.0
0.0023755382361443,0.0
0.3637478138276317,1.0
0.9069101414307724,1.0
0.6896566363556886,1.0
0.467944483572872,1.0
0.1042511484963308,0.0
0.2463251651703227,1.0
0.5549522308946251,0.0
0.8975547758641297,0.0
0.0958105010808083,1.0
0.1537575808707209,0.0
0.6550416692104717,1.0
0.2941615188206287,0.0
0.1697070243104296,1.0
0.1784397981433939,1.0
0.492638655977501,1.0
0.5837759503512433,1.0
0.9044031997303488,0.0
0.5298451762565513,0.0
0.6913126674651114,1.0
0.1806899404206604,1.0
0.7135008980149166,0.0
0.6487297479192081,0.0
0.2161884903031141,1.0
0.6694150458675433,0.0
0.2114981496850646,0.0
0.5936101453938887,0.0
0.6688872491388118,1.0
0.6933897732903513,0.0
0.9093206637419702,0.0
0.9478940773901604,1.0
0.8102452133392066,1.0
0.878800086319715,0.0
0.0193217790022494,1.0
0.3626846060681703,0.0
0.0397165122403989,1.0
0.2248523806380801,0.0
0.381742130058965,0.0
0.8676267152404326,1.0
0.5117808318334796,0.0
0.6488972216033552,1.0
0.362832102160075,0.0
0.602948918935501,1.0
0.8155841268412672,1.0
0.3012536567870347,0.0
0.9323123493268556,1.0
0.2133197264539469,0.0
0.9193560673361932,0.0
0.0282910577544217,1.0
0.542781154233755,1.0
0.9852321916378158,0.0
0.6098122106990024,1.0
0.5548913319273452,1.0
0.6825087275765696,0.0
0.2893137019251855,1.0
0.0539106124753452,1.0
0.2510730747709779,0.0
0.1762508497465277,0.0
0.9236242909671376,0.0
0.8523121811222627,1.0
0.3177272907029206,0.0
0.8361183456508486,1.0
0.2117588119255907,1.0
0.1995845401442731,0.0
0.767579757238325,1.0
0.326944653277831,1.0
0.0647886605373707,0.0
0.7200276406623125,0.0
0.9896609733815676,0.0
0.5660081878481334,0.0
0.2636772672737731,0.0
0.3729228947586667,0.0
0.6486857145562003,0.0
0.7014193928411423,1.0
0.8863847173714542,0.0
0.9088894136810975,1.0
0.8613292845110159,0.0
0.648527071277728,1.0
0.4498748602808688,1.0
0.6793437476506115,0.0
0.666602844871693,0.0
0.217989472854786,1.0
0.5075800862996671,1.0
0.2082206440147682,1.0
0.8991771547638493,0.0
0.3232616961588261,0.0
0.8054729219679503,0.0
0.3772445629914732,1.0
0.7637802086723533,0.0
0.2209192077827382,1.0
0.7637872851295558,0.0
0.1795359428956305,1.0
0.4908428467087158,0.0
0.1136261228020854,1.0
0.5279259362033146,1.0
0.8207623339358381,1.0
0.7555904567009926,0.0
0.0507102687593707,0.0
0.4922029712738984,1.0
0.8522754603441283,1.0
0.650139746219557,0.0
0.0591969557798558,0.0
0.3256459748884948,1.0
0.5566167162181113,0.0
0.172654910639587,0.0
0.681952509791094,0.0
0.6348816164816978,1.0
0.2024497635712301,1.0
0.5504273668502294,1.0
0.8117659213622708,0.0
0.3748440329073919,0.0
0.2469951202865579,1.0
0.701260343188812,0.0
0.0708007483720597,0.0
0.8327226130353136,0.0
0.943515388682797,1.0
0.9648448926970172,1.0
0.4325600546239144,1.0
0.6232372476949022,1.0
0.8574150606828028,0.0
0.2234309156160428,1.0
0.0276961402731853,1.0
0.3845842351196061,1.0
0.8844234186809171,1.0
0.5050981978475485,0.0
0.5302469634440622,0.0
0.6915131449866223,1.0
0.5745483204114393,0.0
0.0544719510197595,0.0
0.5608902463805396,0.0
0.6479949593650768,1.0
0.6416314488965109,0.0
0.7283857933132258,0.0
0.5199475840890775,1.0
0.9001122358045439,0.0
0.4642840943216242,0.0
0.5182136608208765,0.0
0.7803509624045916,1.0
0.8332838202387545,0.0
0.6483976031517742,1.0
0.1263734668795621,1.0
0.3319664800546099,0.0
0.0201485050797155,0.0
0.2954616848484814,0.0
0.5702750575708907,0.0
0.8052776588340681,0.0
0.5856815988983858,1.0
0.0398889653252575,0.0
0.259115838291158,0.0
0.578092985136151,0.0
0.709088029383622,1.0
0.866504978037775,1.0
0.967703300145161,0.0
0.8918394907081035,0.0
0.4673516786388828,0.0
0.7469724229036012,1.0
0.2405359010785062,1.0
0.063826749502086,1.0
0.0550643667681034,1.0
0.2413138394559309,0.0
0.0375352329628431,0.0
0.8503224296270155,0.0
0.4899460022594151,1.0
0.8109473498917983,0.0
0.939954453511724,1.0
0.9939677758728388,0.0
0.9372199981763264,1.0
0.7165976211324219,1.0
0.4420016011249038,0.0
0.5980175122806345,1.0
0.8165440618061025,0.0
0.8976077710144095,0.0
0.956525784307274,0.0
0.7306474887524572,1.0
0.5399822332185539,1.0
0.9684298437630516,1.0
0.9586824257104452,0.0
0.4775772322016196,1.0
0.6486945470591253,1.0
0.809314344845654,1.0
0.4331004441373477,0.0
0.8294262060488756,1.0
0.1114547012427319,1.0
0.4811763628595306,1.0
0.4826372413110106,1.0
0.684695687312737,0.0
0.1164125797184084,1.0
0.103209095436451,1.0
0.9006482873040156,1.0
0.3037539111211895,0.0
0.3269364184525291,1.0
0.7769065160587154,1.0
0.4149291245372752,1.0
0.8329725772286112,1.0
0.4014878956911922,1.0
0.7606436177220969,0.0
0.5253376353331045,1.0
0.935884023206115,1.0
0.3274030451772903,1.0
0.3627070939227051,0.0
0.9700447611900448,1.0
0.7375673633075555,0.0
0.7726120128002745,0.0
0.2959886618614513,1.0
0.5320725377038862,0.0
0.3135541057248616,1.0
0.2598783176870836,0.0
0.5352695477921826,1.0
0.9878200910039238,0.0
0.2146289677753197,0.0
0.2425280973276921,0.0
0.2431372684569353,0.0
0.7917482511408784,1.0
0.510508719315224,0.0
0.3847856732113861,0.0
0.8438394044409183,0.0
0.2975026553410114,1.0
0.3922364272913254,1.0
0.0736171872452966,1.0
0.1189098430703756,0.0
0.1367320329455121,0.0
0.3469906570382563,0.0
0.5241128537842927,1.0
0.0007359332630074,0.0
0.1899369348251308,0.0
0.1756536617389058,1.0
0.2533558312855838,1.0
0.1660839098130511,1.0
0.1951331616579181,0.0
0.9839395609852838,0.0
0.5947627086513345,1.0
0.7627371602696392,1.0
0.8193912666831705,0.0
0.6677180615938871,0.0
0.7041202363410962,0.0
0.632318475471413,1.0
0.64940968376655,1.0
0.9285050189010168,0.0
0.1857428089126432,1.0
0.2747404882226565,0.0
0.0932565267034945,0.0
0.8373735886026111,1.0
0.4487777386775012,1.0
0.9071584829319154,1.0
0.4116955794105851,0.0
0.4426361509819739,1.0
0.4483788889218329,0.0
0.612526762710689,0.0
0.7661683482290084,1.0
0.3513079914701877,1.0
0.6302003387658531,0.0
0.2039730248692428,1.0
0.5540767574018894,0.0
0.5466140397855259,1.0
0.8887685239774143,0.0
0.8958983722572864,1.0
0.4872362168375512,0.0
0.0245927239766271,1.0
0.8446715778923084,1.0
0.0006140805634109,0.0
0.4782780782974252,1.0
0.019783085235575,0.0
0.3526070990046625,1.0
0.6368000250472364,0.0
0.3712179869437954,1.0
0.9269466411233654,1.0
0.6407992473166753,0.0
0.6464798768913018,1.0
0.3744543523144304,0.0
0.0385377410215034,1.0
0.7382220338326083,1.0
0.7162855330541681,0.0
0.5301530354793456,0.0
0.4162882211024836,1.0
0.5383456216111066,1.0
0.7468583081154169,1.0
0.7128259955022217,0.0
0.6581464685815301,1.0
0.9038309610666264,1.0
0.609921868779566,0.0
0.0145022121601893,0.0
0.618097889102804,0.0
0.6125929207474123,0.0
0.0696325175663915,0.0
0.4277507240492544,0.0
0.65113258610428,0.0
0.7045412269991885,0.0
0.8931025814735847,1.0
0.8414303851968621,1.0
0.1165513883951601,1.0
0.6088178422301254,0.0
0.5965139810691191,0.0
0.3037603647890277,1.0
0.1841099289171483,1.0
0.1995139406058552,1.0
0.1775515410409441,0.0
0.8063106629069214,0.0
0.148394818537603,1.0
0.2644017190908457,0.0
0.2177949426996548,0.0
0.7128974020315991,0.0
0.1583983498760329,1.0
0.0240581740638106,0.0
0.374242713716067,1.0
0.3051068008112643,1.0
0.3977236107404118,1.0
0.7538591242876671,1.0
0.0123593262165508,0.0
0.0377017610007415,0.0
0.2556537723145299,0.0
0.8892611784721344,1.0
0.1690776901385657,1.0
0.9970980612677468,1.0
0.805739517304943,0.0
0.4561594755711549,1.0
0.7479052211744275,1.0
0.5188423559597004,1.0
0.5660227386612449,0.0
0.580803231894667,0.0
0.6487566736984651,1.0
0.0607599342241853,0.0
0.6165320507741767,0.0
0.7169894327515793,0.0
0.3107360616307943,0.0
0.9786376660627156,1.0
0.1444465825043533,1.0
0.9104966743672576,0.0
0.6764874748895029,0.0
0.6643517109666415,1.0
0.8760744457065267,0.0
0.8317779523163964,0.0
0.3454497449790169,0.0
0.7054098572731624,1.0
0.0505976283625851,1.0
0.4640418964751402,1.0
0.937833291577432,0.0
0.2740998561631185,1.0
0.0499657913111174,0.0
0.5829766313083733,1.0
0.3551157401494734,0.0
0.3797011370881343,0.0
0.5824887928916309,1.0
0.6216233551427862,0.0
0.4373435946924331,0.0
0.5075756987854585,0.0
0.993315601240147,0.0
0.9572053204466566,0.0
0.7073572608388092,0.0
0.1614821943945312,1.0
0.3599763951733355,0.0
0.8831404955668603,1.0
0.4235865996865366,0.0
0.9554248894083824,0.0
0.4883269167675352,0.0
0.8618199401919365,1.0
0.0353728987141169,0.0
0.4341851068008664,1.0
0.7003015545814678,1.0
0.8636154617473195,0.0
0.6096663667382597,0.0
0.1732655033361421,0.0
0.8858466227214259,1.0
0.5748442430517293,1.0
0.1080171742257807,1.0
0.4638702298394589,1.0
0.6989830067266835,0.0
0.4510383167495006,0.0
0.8708415333610862,1.0
0.4237150068943426,0.0
0.5834843637997036,1.0
0.211176519254794,1.0
0.5127131597704552,0.0
0.222864196551742,1.0
0.2251941947236122,0.0
0.2799133502023268,0.0
0.04419387295374,0.0
0.1633124349990378,0.0
0.4243813634694279,1.0
0.1310610751317937,0.0
0.1333854867126779,1.0
0.9679899320856296,1.0
0.4271182894593709,0.0
0.4037520197767515,0.0
0.2677456264363921,0.0
0.5124739523906139,0.0
0.5960974428992892,0.0
0.4182058356137541,0.0
0.3938271544122784,0.0
0.7004663988071262,0.0
0.949833556591439,1.0
0.8778739804625665,0.0
0.1186199881772339,0.0
0.6523450778552257,1.0
0.0070396641692281,0.0
0.6331268638524775,1.0
0.4643770762132334,0.0
0.4911383791014802,1.0
0.5880575964651319,1.0
0.7426979992902746,0.0
0.7294995134359904,0.0
0.0444736562839789,1.0
0.736536580790566,1.0
0.8298645901677332,1.0
0.0681688778915767,1.0
0.3229603675236818,0.0
0.7921100912311193,0.0
0.4931322795124183,0.0
0.6949304034499338,1.0
0.5023419044431546,0.0
0.9782812608996004,1.0
0.9362489948209948,0.0
0.2811561352895654,0.0
0.3859029150188565,1.0
0.4313672161524119,1.0
0.1042030632512907,0.0
0.4040942905602101,0.0
0.7748926521249709,0.0
0.8469460650627825,0.0
0.8861852312017483,0.0
0.0145515681791704,1.0
0.7888518291870078,1.0
0.5026538027689497,0.0
0.2061648836009119,0.0
0.4987708738975093,1.0
0.8443100691072041,1.0
0.4342707856579538,0.0
0.9905207329848384,1.0
0.6167171432288773,1.0
0.4897889031455861,1.0
0.2949011660314263,1.0
0.0110433895079766,1.0
0.6105818935361379,1.0
0.577526811123583,1.0
0.5168414487206221,0.0
0.5377329834707517,0.0
0.8435719228320313,1.0
0.3168832737701037,1.0
0.550283336155416,0.0
0.6799859332729475,0.0
0.2098249172775146,1.0
0.9248745551662898,0.0
0.7371647624417816,0.0
0.0532906309384015,1.0
0.8651577333518423,1.0
0.9299256326710866,0.0
0.7937161730187474,1.0
0.4262454679614305,0.0
0.9944368212804934,0.0
0.1244360204545135,1.0
0.5366342953260537,0.0
0.1703940840972145,0.0
0.4393705712832571,0.0
0.9274796258074126,0.0
0.7943072938280367,0.0
0.7821272697485583,1.0
0.3538696924162908,0.0
0.93432596721663,0.0
0.3682778124473865,1.0
0.0399677507385661,1.0
0.6378366726968111,0.0
0.3626641124550747,0.0
0.1537270226302943,1.0
0.9347138784907144,1.0
0.6372749056563779,0.0
0.940585909567754,1.0
0.5830103239769446,1.0
0.063859616879668,0.0
0.0299341390570106,0.0
0.9006149076064034,0.0
0.038722166280637,1.0
0.6152096521239936,0.0
0.2979878577737951,0.0
0.6876969765449157,1.0
0.2847335679995196,1.0
0.0372162963436936,1.0
0.7308802784954564,0.0
0.3109155691962881,1.0
0.550828356877726,1.0
0.7739105833699025,0.0
0.7028631817387454,0.0
0.3485866335019045,0.0
0.7478696327059033,1.0
0.9257362063709512,0.0
0.6100080899218178,0.0
0.7035459874867322,1.0
0.8659592301861087,0.0
0.8436901760956214,0.0
0.3516170640832179,0.0
0.9917603343676532,1.0
0.0285595309083919,0.0
0.9867669661350376,0.0
0.2460056106576931,0.0
0.4404588936993945,0.0
0.8837410505845978,1.0
0.2443372011184289,1.0
0.2247886539888972,1.0
0.6431445372661873,0.0
0.705490586101718,0.0
0.0074627649515703,0.0
0.4504667671227783,1.0
0.489134166876404,1.0
0.2718454531247296,1.0
0.5461388219060959,1.0
0.1545797986834907,1.0
0.3236196140174705,0.0
0.7132798294637112,0.0
0.8738381699431442,0.0
0.5894110433569754,0.0
0.0748412514305446,0.0
0.6787840945696587,0.0
0.8976510897723378,1.0
0.5043402772021831,0.0
0.493717470137541,0.0
0.9914732973137222,1.0
