Rainfall (mm),Flood Occurred
0.9121163476364482,0.0
0.972423675530914,0.0
0.4971232699237275,1.0
0.2343054614725274,0.0
0.1937091660026662,0.0
0.2229035373527235,1.0
0.7086494592882391,0.0
0.0404035494851418,0.0
0.0513205007902351,0.0
0.6081843109157441,0.0
0.6421035063739569,1.0
0.6653126991194279,1.0
0.3718871027230465,1.0
0.8060153674704913,1.0
0.5336549895017184,1.0
0.1054330202556229,1.0
0.797168484032343,0.0
0.9531599168889,0.0
0.0599970174822835,1.0
0.3913608023292733,0.0
0.4875396608828877,1.0
0.1464441849896645,1.0
0.8677885162656421,1.0
0.2841433318019231,0.0
0.7830756431855251,0.0
0.6710451003302661,0.0
0.5980857050212165,0.0
0.1921229951025242,0.0
0.2206878701892672,0.0
0.0473072419655545,1.0
0.2406997241025959,0.0
0.3454463169156989,0.0
0.8332197856641611,1.0
0.3663984572121704,1.0
0.7546847083753496,0.0
0.4394588223980126,0.0
0.7849356889411924,1.0
0.976367145926946,1.0
0.239828724212989,1.0
0.8624203905436625,0.0
0.6218674682723518,0.0
0.8173664106156342,0.0
0.6516336642373992,1.0
0.4239637683277346,1.0
0.2280603739211112,1.0
0.0699974013364236,0.0
0.5355490449401757,1.0
0.9904237083961538,1.0
0.7381022905728227,1.0
0.3273455853879394,1.0
0.8272784076332006,1.0
0.7690490394527242,0.0
0.2816291103054743,1.0
0.0142614644299904,1.0
0.1181318973803659,0.0
0.8773871712069982,1.0
0.8366380200891559,0.0
0.2952043153795209,0.0
0.285189267102421,0.0
0.7929335409087794,0.0
0.9378273443735776,1.0
0.7792037903138754,1.0
0.6056196681841662,0.0
0.2426589329436122,1.0
0.5257771566717995,1.0
0.2334980932160417,1.0
0.8080822029815192,0.0
0.3869698970383944,1.0
0.833771780020012,1.0
0.3816172478777316,1.0
0.8242225630883507,1.0
0.3333187380849782,0.0
0.4401493473287876,1.0
0.6155308688983748,0.0
0.0702498271788537,1.0
0.9482984770881824,0.0
0.5736420718735186,0.0
0.507846618844552,1.0
0.8394693725288881,1.0
0.8658420119575468,1.0
0.522289133853862,0.0
0.9273506586601244,1.0
0.0646991624623925,0.0
0.1131943245491719,1.0
0.5968279274905874,1.0
0.3540698381730598,1.0
0.4642453545527223,0.0
0.3280793698601887,0.0
0.4047367433016781,0.0
0.8227192838318989,1.0
0.5935154099038074,1.0
0.9974431960485292,1.0
0.7869468707073993,1.0
0.2736583981883843,0.0
0.264335890035218,0.0
0.3358995727985323,0.0
0.843335450938114,0.0
0.0272435355576497,0.0
0.2301670233374782,1.0
0.9050034648908004,1.0
0.6399424777311687,0.0
0.2268323492803766,0.0
0.2191290885010719,1.0
0.8626969210298163,0.0
0.8938409102884407,1.0
0.2561206544243067,1.0
0.4205241129955488,0.0
0.8346704338884205,0.0
0.7710727756726838,1.0
0.8139877584349197,1.0
0.5184263517164555,0.0
0.911635068671546,0.0
0.3259513827907886,0.0
0.1566470605802276,1.0
0.7087885046911989,0.0
0.5393856610324623,0.0
0.85466340597315,0.0
0.0811230622363194,1.0
0.8437684374410535,0.0
0.2932896859782282,1.0
0.6549039103443052,1.0
0.0400865637969403,0.0
0.6096228765166419,0.0
0.7173291180383208,0.0
0.3687563519598528,1.0
0.2153942759646007,0.0
0.5376616679488989,0.0
0.8332652929336354,0.0
0.3235468433125099,1.0
0.2524583220826747,1.0
0.278928228163311,1.0
0.9492237043336896,1.0
0.3592816590472431,1.0
0.003556639342376,1.0
0.7817481158654748,1.0
0.6993295756097737,1.0
0.1285390548301865,1.0
0.9850010650791275,1.0
0.6081036419675205,0.0
0.5008050589507467,1.0
0.3822273872980125,0.0
0.8987568809448016,1.0
0.2439512541914171,0.0
0.2857628254352246,1.0
0.1223806907296899,0.0
0.7591826830569668,0.0
0.595588795547595,1.0
0.6091076736570435,1.0
0.2184544520172981,0.0
0.6512160896518784,0.0
0.7655229676727026,1.0
0.3578930696817729,0.0
0.8014169460746657,1.0
0.3487937885572306,1.0
0.7582019046635089,0.0
0.0336869404917684,1.0
0.5511975845869765,1.0
0.9696211134721302,1.0
0.9813408780414844,1.0
0.2817459124808344,0.0
0.4414159201637206,0.0
0.0629390453767984,1.0
0.873421704993539,1.0
0.56860769809751,1.0
0.3851092226687365,1.0
0.1127390237910191,1.0
0.946858488879828,0.0
0.5302489484077572,0.0
0.2829214361966508,1.0
0.3502185398044272,1.0
0.2706888880545389,0.0
0.6018502453515571,0.0
0.9300523061860148,0.0
0.8567717507265965,0.0
0.4604004980308402,0.0
0.826572866029224,0.0
0.4231196181158401,1.0
0.2522961414556591,1.0
0.983511712056985,0.0
0.3038841596840327,0.0
0.3237237420328632,1.0
0.9897903884647552,1.0
0.1338990721027181,1.0
0.760597783710055,1.0
0.9359023497039128,0.0
0.5118221834211122,1.0
0.0024740018501742,0.0
0.3750660100138674,0.0
0.1115372808539632,0.0
0.4162007796876829,1.0
0.7900948977510946,0.0
0.4387279824455031,1.0
0.4319405561589893,0.0
0.5568232878368802,0.0
0.581728060325409,0.0
0.8563741977003141,0.0
0.3083526884722544,0.0
0.821744057552106,0.0
0.5659689053592113,0.0
0.3005256472357126,0.0
0.2951213462985938,0.0
0.3611425342103917,0.0
0.6227367524990188,1.0
0.2307975686089422,1.0
0.9204208748426514,1.0
0.574949062247178,1.0
0.9201030433984838,1.0
0.0463630568642433,1.0
0.3426136611001784,0.0
0.022762886281123,0.0
0.2722437510236037,0.0
0.8620852015263546,1.0
0.0365669726640134,1.0
0.4361631560712356,1.0
0.1175362416707619,1.0
0.4168538741151655,0.0
0.8389269058510714,1.0
0.6231145988804805,0.0
0.7368166417108143,1.0
0.3491073616160895,0.0
0.9444885496639066,1.0
0.7093183438700188,0.0
0.4218127638245029,1.0
0.4264794314526321,0.0
0.9187712483762857,1.0
0.5764413910962111,1.0
0.7064350357237481,0.0
0.4170484680018529,1.0
0.2236775543257837,0.0
0.7236176461827316,0.0
0.6078650937021635,0.0
0.5013685313481326,0.0
0.6240646452687921,1.0
0.2082681081733011,0.0
0.7940074183559861,1.0
0.9482542137798156,1.0
0.8911861555402052,0.0
0.3214349195598745,0.0
0.4060173935825181,0.0
0.8084731402075018,0.0
0.5951565823675223,0.0
0.5479469484689938,0.0
0.9267302091027124,0.0
0.5360557160115795,0.0
0.5149663313845825,1.0
0.0419766441044739,0.0
0.0693790436059823,0.0
0.0073732689398957,0.0
0.913330495626802,1.0
0.4083986307097688,0.0
0.4685822026506248,1.0
0.8454632309790385,0.0
0.6092878412894291,0.0
0.6095431648743027,0.0
0.2965299389173453,0.0
0.8339829680261623,0.0
0.165806250018399,0.0
0.0531092831442196,1.0
0.1915834245283728,1.0
0.2677284902936468,0.0
0.2823044741839152,0.0
0.6705641461498082,0.0
0.2178085132786046,1.0
0.6767097563334206,0.0
0.0910974540460895,1.0
0.1471759936926277,1.0
0.5088482000242954,0.0
0.9219833456597404,0.0
0.8596459591419616,0.0
0.96884788149637,0.0
0.6505266643561808,0.0
0.6758661941269769,0.0
0.6250668516773714,0.0
0.622862451233418,1.0
0.1470938655774069,0.0
0.5437708464558703,1.0
0.3860766195293799,0.0
0.442554212356809,1.0
0.5236294996147299,1.0
0.1283669367028229,1.0
0.3594925081605935,0.0
0.0634107676792363,1.0
0.9797641757746656,1.0
0.1184973414404976,0.0
0.258514654276767,0.0
0.8913759660059184,1.0
0.4827329549954832,0.0
0.1356090320729767,1.0
0.384238953710202,0.0
0.1158369153383433,1.0
0.2001973316039368,0.0
0.0519893731298466,1.0
0.4382438568732326,1.0
0.8067067022093514,0.0
0.5860072839520515,0.0
0.6063864094616075,0.0
0.2005654187655547,1.0
0.3438963226307203,0.0
0.845318365910965,1.0
0.0878209830162983,1.0
0.8580087830940256,1.0
0.483713079243357,1.0
0.8372225021141106,1.0
0.3180050889583684,0.0
0.3388446876290195,1.0
0.7516673499379908,1.0
0.7850635691566996,0.0
0.2296303434855987,0.0
0.9729663698982118,1.0
0.0844544075535199,1.0
0.0684649136065936,0.0
0.5955437237956765,1.0
0.7227990014989191,1.0
0.9609794104575368,1.0
0.4049572451017571,0.0
0.0252470001127455,1.0
0.6029369358441043,0.0
0.2896905237626689,1.0
0.4329627064146953,1.0
0.4884932386140682,1.0
0.0644739739881631,1.0
0.4860051748173982,1.0
0.4263342766708179,1.0
0.7126009984095023,0.0
0.6457128019454955,1.0
0.1851948451008387,1.0
0.2061211243974895,0.0
0.2509949880107179,1.0
0.1789286451956577,0.0
0.6572617897992064,1.0
0.99452839706171,1.0
0.652156179372005,1.0
0.6067226996523405,0.0
0.4099401308700875,1.0
0.3125781298636025,1.0
0.9111597073249108,0.0
0.9690963497570504,1.0
0.4968011544357954,0.0
0.2901950729132904,1.0
0.7701874144544207,0.0
0.1324281533628309,0.0
0.7656527771705833,1.0
0.8190207667716732,0.0
0.1248741955817623,0.0
0.9769571010965354,1.0
0.9856091958172376,1.0
0.9368092039893208,0.0
0.4960596791485531,0.0
0.2460622256725602,0.0
0.5820468033616867,0.0
0.4199475085449034,0.0
0.2059308229020173,0.0
0.4236906304800485,0.0
0.6639394083991067,0.0
0.0708756160178044,0.0
0.3334189391100215,0.0
0.0177493778841812,1.0
0.74955767664467,0.0
0.6407374262388142,0.0
0.0626332270919232,1.0
0.9648314076439182,0.0
0.0225767553320112,0.0
0.5899993391467315,0.0
0.7764335876886441,1.0
0.7879641356185223,0.0
0.0342420503099338,0.0
0.906500397455937,0.0
0.918538708142539,1.0
0.56142486117959,1.0
0.4821060153912775,1.0
0.0448259351650183,0.0
0.5619887135041992,1.0
0.4093911985155598,1.0
0.7728720092230671,0.0
0.4038948748645122,0.0
0.6836333039416099,0.0
0.1013749393497695,1.0
0.132923706180973,1.0
0.1396826206173702,1.0
0.0454840687444682,0.0
0.541360394871303,1.0
0.794036442138425,0.0
0.6104529060429666,1.0
0.5749913698475655,0.0
0.680675963856255,0.0
0.3396471772018545,0.0
0.3619592089240363,1.0
0.3142682179159567,1.0
0.7121656019092459,0.0
0.1616159930664213,1.0
0.0129790662477822,1.0
0.5962360571067563,1.0
0.9424719226475866,1.0
0.6094494716933663,0.0
0.7829887434012276,1.0
0.6728415921161506,0.0
0.4974617295726576,0.0
0.718449995568468,1.0
0.8241772750796916,0.0
0.2247165866231336,1.0
0.3361318173387314,0.0
0.2237105269161674,1.0
0.4521913702477212,1.0
0.8851466735982148,1.0
0.345209773483888,1.0
0.3744738678994468,0.0
0.8604457226854936,0.0
0.5154020466560928,1.0
0.5354796699185749,1.0
0.8608797552123092,0.0
0.4905507961527888,0.0
0.6816097074803795,1.0
0.0856091390979016,0.0
0.1786098711187532,0.0
0.4043875811948717,0.0
0.4948637615866196,1.0
0.9658276958788904,0.0
0.9707463514552976,0.0
0.8512742259351452,1.0
0.3155971505289032,1.0
0.9641220344923404,0.0
0.6893941829885198,1.0
0.3929498252658692,0.0
0.70173005048155,1.0
0.0164770304359188,0.0
0.146128060668852,0.0
0.8297596842149535,1.0
0.645620514026442,0.0
0.3642001683178859,1.0
0.5006921916247885,0.0
0.9052272271182152,1.0
0.631622926931018,1.0
0.3981597480067019,0.0
0.120296234719449,1.0
0.2937419009369896,0.0
0.9784360827240944,0.0
0.4373792979587589,1.0
0.4718607727934571,1.0
0.4986232793650906,0.0
0.8841860042702592,1.0
0.6039690326528375,1.0
0.6937309929123009,0.0
0.389422720995166,1.0
0.0290437683947128,1.0
0.9310617931912176,0.0
0.9492192316752938,0.0
0.9492446078409622,0.0
0.943777836721286,1.0
0.815313788059525,0.0
0.6846486701412006,1.0
0.8445860725827363,1.0
0.6005864895378812,0.0
0.1343412578953489,1.0
0.3912276090711414,1.0
0.9713897250508656,0.0
0.3511413590585527,0.0
0.8679074997221794,0.0
0.0931770575943437,0.0
0.3341848927471664,0.0
0.3509568430393185,0.0
0.0515620064032991,0.0
0.119063726148872,1.0
0.1931455079873267,0.0
0.8378907599311625,1.0
0.0633631897414938,0.0
0.2986967297434408,1.0
0.0101283690529128,1.0
0.6956819889463929,0.0
0.620346248167157,0.0
0.6450290521746436,1.0
0.374389751105988,1.0
0.2082503407622173,1.0
0.7203780907838603,0.0
0.8111891127975422,0.0
0.1385737649017491,0.0
0.4868529429371548,1.0
0.2487041541261369,0.0
0.1680834702709057,1.0
0.7343852521029829,0.0
0.5381279954368282,1.0
0.2161690170818704,0.0
0.3099975024841064,1.0
0.9667478013610588,1.0
0.8487563326647886,1.0
0.8800281123743354,0.0
0.460031665413,0.0
0.6238509377488072,1.0
0.3767750575861994,1.0
0.0776752814702948,0.0
0.4010802044652251,0.0
0.5940200375110278,1.0
0.2871383983947303,0.0
0.8480272353992563,0.0
0.1510742653878544,0.0
0.3671349883125421,1.0
0.1248741562730137,1.0
0.4048435815628852,1.0
0.0396190108940017,0.0
0.2725413747816882,0.0
0.4007460997596595,1.0
0.4781876031986745,0.0
0.5437282424980437,0.0
0.2749834688564979,0.0
0.5230701788680593,1.0
0.5090314000526738,1.0
0.3161764513618502,1.0
0.8302743790508056,1.0
0.5456732968251525,0.0
0.332270487419461,1.0
0.9474297995302976,1.0
0.8451886560548927,1.0
0.982684286589278,1.0
0.6922876187177828,0.0
0.3782304370423883,0.0
0.2808538695567685,1.0
0.6633673322167688,0.0
0.9809127968635856,0.0
0.6267591818708447,0.0
0.8816965559973272,1.0
0.3291037337427453,0.0
0.4069655422918269,0.0
0.906360483816995,1.0
0.7569299579490429,0.0
0.9815066221157236,0.0
0.7748300996735633,0.0
0.448533583643607,1.0
0.5310980453510968,0.0
0.9005998890372001,1.0
0.5516797901664208,1.0
0.2553868296466063,0.0
0.4356357913253605,0.0
0.5163438433429843,0.0
0.0966859366912329,0.0
0.7438240017434827,0.0
0.1093218958371047,1.0
0.4049291735410585,0.0
0.8046927256741223,0.0
0.4675910422843486,0.0
0.842091306936965,1.0
0.3418835052546617,1.0
0.9577290969574916,0.0
0.2094511279919843,0.0
0.0382216452910367,0.0
0.8725068057547849,1.0
0.7522652855496188,1.0
0.2319698468134521,1.0
0.9848383991451032,1.0
0.5023059181254256,0.0
0.951157276080248,0.0
0.5050549647575459,0.0
0.4718959008888772,1.0
0.4491565052308114,0.0
0.3348764282619439,1.0
0.5337319102703041,0.0
0.4525731327810158,1.0
0.0367041536311187,1.0
0.2604254303200579,0.0
0.2131060341003562,1.0
0.8675151305759788,0.0
0.5989099810706876,0.0
0.763747359600369,0.0
0.956918721464107,1.0
0.6440859238695196,1.0
0.982706469706398,1.0
0.3117618025359479,0.0
0.1862464640056177,1.0
0.4033211115438504,1.0
0.4708205708219243,1.0
0.8954451809274068,0.0
0.5599747136772057,1.0
0.29217586829262,1.0
0.7426954442944,1.0
0.505858248710349,1.0
0.1621076750202852,0.0
0.5768565463408726,1.0
0.9114805344344252,1.0
0.842698494039968,1.0
0.5868482016259035,0.0
0.3770905376886904,1.0
0.0869434206234223,1.0
0.4696699099015698,1.0
0.7521419889860846,1.0
0.3602786097138791,1.0
0.2354333449407046,0.0
0.9314686580882292,1.0
0.8216284766347105,1.0
0.6383214225348388,1.0
0.13675534314897,0.0
0.1448820354520821,1.0
0.1031866511557666,0.0
0.6163392353970728,0.0
0.1155316727047908,1.0
0.8427030761010169,0.0
0.993063004052745,1.0
0.3663539686596784,0.0
0.4536884819196968,1.0
0.7117237810287828,0.0
0.937242794789271,0.0
0.8941772250554497,0.0
0.0575521734785938,0.0
0.1690485536305472,1.0
0.7546601205495136,0.0
0.6889463604490629,0.0
0.1331900686495369,0.0
0.5020903391366887,1.0
0.7808814114582968,1.0
0.2187647489197507,1.0
0.8713677308877139,0.0
0.0529314396225194,0.0
0.782262068600473,0.0
0.6158613979819124,1.0
0.315197603105519,0.0
0.7209905159561948,0.0
0.7824328038067125,1.0
0.9339882808758896,1.0
0.3677806660393522,1.0
0.6860695650850936,0.0
0.6026568321159972,0.0
0.5252352322911427,1.0
0.8904993844713165,1.0
0.0031196492907642,0.0
0.2821049930802832,0.0
0.5383083260439083,0.0
0.1782713698190084,1.0
0.9079520121488364,1.0
0.6476422922646564,0.0
0.4779051929981914,1.0
0.8147735265588217,0.0
0.4509044167511858,0.0
0.5586870971017707,1.0
0.0027032694372864,1.0
0.3657062188317173,1.0
0.138762766965582,0.0
0.6897420501621693,1.0
0.4790493256974981,0.0
0.3017538354928727,0.0
0.4678530585976785,1.0
0.2096126078993603,1.0
0.9251746451590188,0.0
0.0539324446478359,1.0
0.8654962664814697,0.0
0.5113859136833115,1.0
0.6189894546146495,0.0
0.3026020239596366,1.0
0.966791753295028,0.0
0.2818443071370508,1.0
0.5889165304790247,1.0
0.9935147738170652,0.0
0.8811759347831448,1.0
0.5363606251870702,0.0
0.990472143963643,1.0
0.7014249503348621,0.0
0.2086829993008138,1.0
0.4056077704614823,1.0
0.3344944299306802,0.0
0.3440162052899028,1.0
0.7605202236475046,0.0
0.5843007814184175,1.0
0.0380501866616607,1.0
0.8775294854870195,0.0
0.2967916885583418,0.0
0.9971734839908856,1.0
0.9542830262152664,1.0
0.9406210022381738,1.0
0.8111988455529656,0.0
0.2205976680489401,1.0
0.5326629998356934,1.0
0.2242875061385535,0.0
0.2596655406701096,0.0
0.6109935513398492,0.0
0.0407914237897002,0.0
0.9695531096464,0.0
0.9187602413913089,0.0
0.3807754781889384,0.0
0.5154501709996778,0.0
0.4661398864057434,1.0
0.8822814796946589,1.0
0.68865508587258,1.0
0.2781040456740937,0.0
0.4468588844639043,0.0
0.4289809750066828,1.0
0.959428221263824,1.0
0.1752885797888339,1.0
0.0895413891366144,0.0
0.880700300573297,0.0
0.8967698224975734,1.0
0.8718192495047704,0.0
0.5110039843758091,0.0
0.6597933909174185,0.0
0.5633978259018145,1.0
0.0694099156129652,0.0
0.5958744540762267,1.0
0.0135680198536473,1.0
0.3249871065031874,1.0
0.9323816490342164,1.0
0.3040418845577423,0.0
0.9399168245829078,0.0
0.2501226380220054,0.0
0.3145604031507139,1.0
0.6284518472759912,1.0
0.7616909293426295,1.0
0.501413425534277,0.0
0.8821973758957324,1.0
0.0401982127581006,1.0
0.9222824257261686,1.0
0.1962885592511669,0.0
0.8843207462335643,0.0
0.4008740429587996,1.0
0.8328314805348832,0.0
0.6717162668657102,0.0
0.1759193945748872,0.0
0.918134546625757,0.0
0.2455053919478433,1.0
0.2441279174633031,1.0
0.814250587180647,0.0
0.1058407058083836,0.0
0.2220204520940983,1.0
0.5037035679377764,0.0
0.8305511178021969,0.0
0.1474575487619376,0.0
0.5477007030704476,1.0
0.7112971330661247,1.0
0.8606737462824752,1.0
0.9356551150435956,0.0
0.784707257803306,1.0
0.652876343047912,0.0
0.4336357695712058,1.0
0.1120785222995486,0.0
0.7097935125356293,0.0
0.992835273199024,1.0
0.7368208917368693,0.0
0.0166654221083663,0.0
0.496284880921867,0.0
0.6146889581540776,0.0
0.6897275684717858,0.0
0.719783625624839,0.0
0.5581424462446082,1.0
0.2233450733717731,0.0
0.9422911927960932,1.0
0.6967208640742689,0.0
0.2368267612953258,0.0
0.3223211369272554,0.0
0.9220152184034424,1.0
0.8875676656303193,0.0
0.4051579321914652,1.0
0.0382647286327659,1.0
0.0484563752043,0.0
0.2839119437822419,0.0
0.6291666753611633,0.0
0.5842324794297608,1.0
0.633872935477623,1.0
0.7173404024435566,1.0
0.0189869235650865,1.0
0.105052929489474,0.0
0.359488225505507,0.0
0.1548346570647595,1.0
0.0752829963086487,0.0
0.6410105948153506,1.0
0.8154083383938501,1.0
0.7526892894243428,0.0
0.8171118901842697,1.0
0.6659064062169953,0.0
0.7354054105353217,0.0
0.2717706405171979,0.0
0.9931060448509066,0.0
0.1831444797392886,1.0
0.2144773101631815,0.0
0.2889162210435107,1.0
0.975427837380158,1.0
0.9883859033665316,0.0
0.7949626020828373,0.0
0.6291020450716518,0.0
0.5200909810581227,0.0
0.9707155595634224,0.0
0.6956770456742285,0.0
0.9448210319035212,0.0
0.3165492548201333,0.0
0.3337757824419553,1.0
0.8548022517128229,0.0
0.1498288435386044,0.0
0.9460189411421798,1.0
0.5075009079468754,0.0
0.9265020865854472,1.0
0.3367942230523364,0.0
0.7160161397897223,1.0
0.4828980550229858,1.0
0.626847745044264,0.0
0.504398589926187,0.0
0.9672098153886032,1.0
0.6921591229785315,1.0
0.2513078238954861,1.0
0.9097626667533476,1.0
0.294024879105889,0.0
0.3716116569043174,0.0
0.1020905964391636,0.0
0.9000508355787481,1.0
0.2861059989400979,0.0
0.2589075914826808,1.0
0.9203499007217172,0.0
0.8055972796410498,0.0
0.1410515529217107,1.0
0.7693895932914347,1.0
0.9131193368255992,0.0
0.0784746416155036,0.0
0.825288309614314,0.0
0.5474524839064804,0.0
0.6692478032140785,0.0
0.492878740582024,1.0
0.6978576485901863,1.0
0.0340547488226529,0.0
0.7627708386819139,0.0
0.0333004740256712,1.0
0.4553187225847787,1.0
0.1509390794513612,0.0
0.8236473505990404,1.0
0.3136589392172401,1.0
0.4541122419118947,1.0
0.4287657089424999,1.0
0.7725675226948733,1.0
0.4811670381325281,1.0
0.7890263138803681,1.0
0.0734709639318498,0.0
0.1915740335309796,0.0
0.5515672871602666,1.0
0.9471795753825124,1.0
0.0747207177483361,0.0
0.0430424258214384,0.0
0.1565255832855597,1.0
0.6411993554537149,0.0
0.3990035048988173,0.0
0.8256257437798135,1.0
0.0718956068016458,1.0
0.1963948618125507,0.0
0.3000224289364561,1.0
0.6267741906642784,0.0
0.6852253951897154,0.0
0.1241734418046332,1.0
0.9438954763766176,0.0
0.3410461951811867,0.0
0.7132255880296091,0.0
0.5242367348559657,0.0
0.2227427655569206,0.0
0.8463047303259951,1.0
0.8183103161116628,0.0
0.3960820122567182,0.0
0.5886460792365179,1.0
0.2578155087906718,1.0
0.6899050222270114,0.0
0.3090241606687765,0.0
0.8441548252409827,1.0
0.2173689655491561,1.0
0.0147574704399592,0.0
0.2684994269279249,1.0
0.1910324723984375,1.0
0.5083131125217655,0.0
0.2036851393960637,0.0
0.7632540572822367,0.0
0.2413580291918768,1.0
0.7070240924112188,0.0
0.5785079247585346,0.0
0.9863468704471672,1.0
1.0,1.0
0.8696059192252794,1.0
0.760047083965359,0.0
0.3864651572503433,1.0
0.7533394547911723,1.0
0.9567681986453532,0.0
0.0233328848624598,0.0
0.5379457333424305,0.0
0.2179822559040818,1.0
0.5579102867353859,0.0
0.4664676051196635,0.0
0.5758051855974463,1.0
0.5509951747480709,0.0
0.9602002057435788,0.0
0.552219242381822,0.0
0.8463084958895424,1.0
0.3198192233090334,0.0
0.4381170324533632,0.0
0.4704345751328629,0.0
0.278720932358071,0.0
0.3797980236797874,1.0
0.598553030786499,1.0
0.5802250177142229,1.0
0.6364808768576111,0.0
0.3518215609726304,0.0
0.3158298446365988,0.0
0.6116597626886597,1.0
0.1328331705204906,1.0
0.25302065083846,1.0
0.0420858058539209,1.0
0.0725734076526441,1.0
0.243370966645958,0.0
0.0194840234159617,0.0
0.2453985778294804,0.0
0.6550245839949,0.0
0.0610679405318488,0.0
0.4367528207174477,0.0
0.9131950368303778,1.0
0.7913531501821368,0.0
0.3054343221096404,0.0
0.9248934504876054,1.0
