Water Level (m),Flood Occurred
0.5998789764165602,0.0
0.3188320661328092,0.0
0.832419299559347,1.0
0.6000845814323196,0.0
0.7082320264268586,1.0
0.1142213352365337,1.0
0.2657464403604582,0.0
0.9969779780729724,1.0
0.4336337383482932,1.0
0.3588032767642907,1.0
0.8740924243536943,1.0
0.0328235321958838,0.0
0.5348135621991136,0.0
0.2101090061232958,0.0
0.368096255097785,0.0
0.1996227796275138,1.0
0.0375744395715677,0.0
0.4164836741691392,0.0
0.7893909389606005,0.0
0.952236840908004,1.0
0.6239448931395153,1.0
0.3887925649264331,0.0
0.7700319583616829,1.0
0.5052470281195146,1.0
0.3675634343681347,1.0
0.1789233895931967,1.0
0.7963219237716468,1.0
0.5004460494635908,0.0
0.9640930290857376,0.0
0.802104895323468,0.0
0.4199896936930554,0.0
0.7410098857701777,0.0
0.4533844445390753,0.0
0.0796418178217843,0.0
0.5167107480143268,0.0
0.865960966673146,0.0
0.855667693035753,0.0
0.5750304498097415,0.0
0.3799738919979468,0.0
0.0098361873518856,0.0
0.3113202986203324,0.0
0.9901129630182112,0.0
0.7266425416165276,0.0
0.7177349035363993,0.0
0.761254982349953,1.0
0.6202031307326292,0.0
0.5859285168933903,0.0
0.4536123392841985,1.0
0.4439214545043158,0.0
0.8710837750599976,0.0
0.3934144160763772,1.0
0.8405093630417152,1.0
0.8379505198430338,0.0
0.7710754896596792,0.0
0.0373939751727463,0.0
0.1477878752182159,0.0
0.3146175750954264,1.0
0.8477551255507298,0.0
0.8734961007187959,0.0
0.0413111425814806,1.0
0.3246428031256547,0.0
0.8506076430882737,0.0
0.2495679372189267,0.0
0.9762996772179944,0.0
0.4893175682773618,1.0
0.9375865969491466,1.0
0.4288050840019328,1.0
0.3237166396830062,1.0
0.362350304794109,1.0
0.8845437122143115,1.0
0.3306110993592617,0.0
0.6694645525426494,0.0
0.4698451850734977,1.0
0.9419476267431892,0.0
0.1591857164257746,1.0
0.4286354212925781,1.0
0.1244358928473919,1.0
0.5782047199842605,0.0
0.4028628281112383,0.0
0.0607023323507443,0.0
0.8500612311641853,0.0
0.3754625207490576,0.0
0.4936470548145873,0.0
0.4074796511450853,1.0
0.4886661021413516,0.0
0.0160643965967053,0.0
0.8156626911255507,1.0
0.3322306647617522,1.0
0.7246120945930031,0.0
0.0646541882919942,0.0
0.5238590967476006,1.0
0.9090493210106336,1.0
0.3982089719001876,1.0
0.197103255900245,0.0
0.098868402651768,0.0
0.8593164551827142,0.0
0.2386745947361162,1.0
0.9753669409039584,1.0
0.2476963855531547,1.0
0.480999971200262,0.0
0.4579897556948077,1.0
0.0617753418411954,1.0
0.5318779169470488,1.0
0.6727612236483052,1.0
0.7422962546029848,1.0
0.5226248844149396,0.0
0.8127866581352503,1.0
0.7522638768183438,1.0
0.1938166508673945,0.0
0.4015645653612364,1.0
0.1423943524588515,0.0
0.1332308379378476,0.0
0.7122705236556044,0.0
0.5304968281373498,0.0
0.6010284298450329,1.0
0.7323390969937302,1.0
0.2771256105467876,0.0
0.4013247029364196,1.0
0.6068851086589778,1.0
0.0964148032663285,1.0
0.8332674580903242,0.0
0.3433787456223368,1.0
0.6588651648763929,1.0
0.9958726295848508,1.0
0.4753681530005916,1.0
0.2149030233308443,0.0
0.2162887769001325,1.0
0.0601409903364275,0.0
0.7672573758733062,1.0
0.2933314218175539,0.0
0.1725557647940395,0.0
0.7138401135945825,1.0
0.3090458413525632,1.0
0.6005472898522584,1.0
0.4177985169668421,0.0
0.3340764535050138,1.0
0.4894434702943063,0.0
0.3137051428468853,1.0
0.8708000741492893,1.0
0.0728124311153545,1.0
0.0299008524094065,0.0
0.4063586926144766,0.0
0.1726737056815463,0.0
0.7438879699194484,1.0
0.3533688288521573,1.0
0.2613192189679163,1.0
0.359319834372865,1.0
0.2193410805121307,0.0
0.2995561726057105,0.0
0.5680447681334838,0.0
0.8642639083878827,0.0
0.3708143997505668,0.0
0.320587674273064,1.0
0.7819734924743985,1.0
0.0221691247243541,0.0
0.3019814262589235,0.0
0.4521630615298896,1.0
0.6007401309320446,0.0
0.1558818570855613,1.0
0.4328354262777968,1.0
0.5663589714699763,0.0
0.5102764214440781,0.0
0.574614372789738,1.0
0.6625125646884724,1.0
0.3793226468328868,0.0
0.0634024083478381,0.0
0.0553182580905698,0.0
0.8589429219736784,1.0
0.6775422349460737,0.0
0.7643580750894015,0.0
0.9290735878502236,0.0
0.750709876579241,1.0
0.6924329267811385,0.0
0.6558689812274611,1.0
0.2584532285050812,1.0
0.9575795801262318,0.0
0.5420887299684726,0.0
0.2219325475064019,0.0
0.2096777531778218,1.0
0.8154689609006269,0.0
0.2500835888442304,0.0
0.0411801701057098,0.0
0.4283907220398723,1.0
0.8175547143874359,1.0
0.4144099781348973,1.0
0.8037438235565467,1.0
0.8274209602558028,1.0
0.8579348528162044,1.0
0.5889714661403996,1.0
0.6996065910215985,1.0
0.2617408122697914,1.0
0.0994855466477636,1.0
0.5328195676977977,0.0
0.0103177570679138,1.0
0.4657379707108023,0.0
0.1018826145875629,1.0
0.1082129674784793,0.0
0.8710186977474644,1.0
0.6406197863584654,0.0
0.6453386307862246,0.0
0.4044412281209887,1.0
0.4132239727127198,1.0
0.3030133924496032,0.0
0.4343404347882045,0.0
0.5871956563765516,1.0
0.1864271087419992,0.0
0.2615650963928841,1.0
0.4947709021490884,1.0
0.3847334193003962,0.0
0.819692013301557,1.0
0.821893804466567,1.0
0.3359168325268953,1.0
0.4507867243861096,1.0
0.9768842078490048,0.0
0.8276862216967836,0.0
0.2155153458123567,1.0
0.2801213938939925,1.0
0.0832585262260183,1.0
0.6779463952468403,1.0
0.3168090045091313,1.0
0.536636445361698,0.0
0.7683179722009118,0.0
0.8362501749812311,1.0
0.3252829655216522,1.0
0.2371143991552734,0.0
0.8487587382443266,0.0
0.3812218913213653,0.0
0.822205098395686,0.0
0.1495798212237217,0.0
0.9121685692440208,0.0
0.4831358719310534,1.0
0.1699618871753342,1.0
0.5351085219343513,0.0
0.870250818233051,0.0
0.3892808246430475,1.0
0.1778946070588968,1.0
0.5766206240221535,1.0
0.8346813088574633,1.0
0.1211539526506283,0.0
0.0411620693796243,1.0
0.0560558973776466,0.0
0.2303522580829674,0.0
0.0070359614980696,0.0
0.4286513698460918,1.0
0.6978842754051152,0.0
0.7106003892165662,1.0
0.636810907210567,0.0
0.2961018238323693,0.0
0.7360946985985019,0.0
0.5765519866588112,0.0
0.861408902594074,0.0
0.4780127576611081,0.0
0.1799816209892305,0.0
0.6347510217654645,0.0
0.1506014927560794,0.0
0.963433749839427,0.0
0.7034232251993233,1.0
0.7564907149984699,1.0
0.6793925342117797,1.0
0.0973459320543309,1.0
0.4652996849003733,1.0
0.6515231635946203,1.0
0.2292187537572866,0.0
0.679626334315163,0.0
0.8200912066801322,0.0
0.2748193195896071,1.0
0.1994489071343038,1.0
0.8834024454042008,1.0
0.0049272294079227,1.0
0.2556252513196599,0.0
0.4066962592482148,1.0
0.6723797413935063,0.0
0.9973720922433732,1.0
0.3707634061476803,0.0
0.9490893079804812,1.0
0.3667169454647699,0.0
0.6956627891619994,1.0
0.1651927472285063,0.0
0.4604048838463591,1.0
0.8715090850460393,1.0
0.3199098838182403,0.0
0.1049933982152749,1.0
0.5227465345534213,0.0
0.4395195929606171,0.0
0.2294026174778428,0.0
0.9058707307260346,0.0
0.6017657873951934,1.0
0.3471049053521766,0.0
0.9964392955870732,1.0
0.1373757925316764,1.0
0.8481735386570433,0.0
0.2304885532509222,0.0
0.2393756320528379,0.0
0.4981811429865289,0.0
0.6620560021263389,0.0
0.6905936886699012,0.0
0.0218702038217467,0.0
0.2867542185339072,0.0
0.6607173308250973,1.0
0.8899810783757997,0.0
0.6700095357129855,0.0
0.2657654014344066,0.0
0.5077972734450354,1.0
0.6476821106759998,0.0
0.135147647282933,1.0
0.5449529871406316,0.0
0.4716697897192436,0.0
0.3365732072954208,0.0
0.6236294037271439,0.0
0.6363153894782511,0.0
0.9717636446510898,0.0
0.4282835844520747,1.0
0.5313053203670096,1.0
0.1573237449256941,0.0
0.5484104289123128,0.0
0.0358366208371543,0.0
0.1496943114715102,1.0
0.1710759470962609,0.0
0.632736137109005,1.0
0.5673537225214097,1.0
0.7982300035327162,0.0
0.464398774568406,0.0
0.4748616505944135,0.0
0.1613795494397579,0.0
0.7428623495153116,0.0
0.0033847672894041,0.0
0.4248672778908279,0.0
0.1881641500813566,1.0
0.7711872797257755,0.0
0.6735120403044819,1.0
0.7069087677375728,0.0
0.1483938681354091,1.0
0.6689320957878958,1.0
0.6910245509839964,1.0
0.0023683365620371,0.0
0.3175149732210953,1.0
0.0870685799913488,1.0
0.6815195583509212,0.0
0.2119615370665692,0.0
0.2645426924394142,1.0
0.0781042727248605,0.0
0.483817275456086,1.0
0.0327817085571747,0.0
0.8458128691817689,1.0
0.0261110684757144,0.0
0.0614052018846239,1.0
0.6405081625007351,1.0
0.9171955988020516,0.0
0.8923688047984524,0.0
0.08340878618583,0.0
0.2883439093855779,1.0
0.52106908221989,0.0
0.0263689167710775,1.0
0.5286792566715455,1.0
0.4477553262633922,1.0
0.5884823371192454,1.0
0.920578922476764,1.0
0.2745084655112595,0.0
0.6391973121875352,1.0
0.4298116096412051,1.0
0.4351110729766346,0.0
0.6473769171029087,0.0
0.9516184446400234,1.0
0.863262286909474,1.0
0.639623461419063,0.0
0.4615357703987417,1.0
0.4239679838454584,1.0
0.7873196268576206,1.0
0.2180770995269065,0.0
0.587737453507214,1.0
0.5049766560447282,0.0
0.6494602844074687,1.0
0.1872595619120865,1.0
0.6958908886360812,1.0
0.6270935397197304,1.0
0.1799804318533039,1.0
0.4496124522985061,1.0
0.6787430697392203,0.0
0.9018574453326006,1.0
0.1219002378545033,1.0
0.0084742130113585,0.0
0.1649797643969966,1.0
0.9895778097092772,0.0
0.7685460802528956,1.0
0.6144554311612682,1.0
0.1328200129371615,1.0
0.4160171187456204,0.0
0.7153838436673903,1.0
0.8961340171361563,1.0
0.3817746552261449,0.0
1.0,1.0
0.1395472615688612,0.0
0.386890289806035,1.0
0.8756354195579309,0.0
0.6500226594705909,0.0
0.8111200189622623,1.0
0.9080559112917868,0.0
0.5073406550134585,0.0
0.2346131616374127,1.0
0.6938393795161456,1.0
0.5635365516024957,0.0
0.7728275116768449,0.0
0.5117405670963933,0.0
0.8113120055654154,0.0
0.9022708917530078,0.0
0.7497479417681644,0.0
0.7438166273930353,0.0
0.5872599735303874,0.0
0.4716455597232866,0.0
0.9728820443664776,0.0
0.645216793560028,1.0
0.8405741187735432,0.0
0.5054321806677051,0.0
0.5549097191612222,1.0
0.6630036057632233,0.0
0.728705073747768,0.0
0.4483457695578184,0.0
0.3562515191289124,1.0
0.239288646140086,0.0
0.4236211045138635,0.0
0.211090272269394,0.0
0.4167333308411287,1.0
0.8748970050558379,1.0
0.9773671716179329,1.0
0.5771667463866577,0.0
0.1458198691677885,1.0
0.4275335328896879,1.0
0.6021557861473217,0.0
0.3707167391047268,0.0
0.205005004493583,0.0
0.2266856815170578,1.0
0.4739337643409991,1.0
0.2162840712611337,1.0
0.2493972810031148,0.0
0.8733208006478319,1.0
0.7792423476630005,0.0
0.0550748174680387,1.0
0.3200923396713854,0.0
0.5319717036578153,0.0
0.0603735486131729,0.0
0.6832976205773807,1.0
0.3843980707338216,1.0
0.3971387962429561,0.0
0.2652111316752513,1.0
0.3338525877295339,1.0
0.8619198995114263,1.0
0.7887905447813054,1.0
0.9360449091958698,0.0
0.6991329272433999,1.0
0.5779369853466307,0.0
0.2591365269222958,0.0
0.666972205393514,1.0
0.90641390813253,0.0
0.0689354746701852,1.0
0.4430571907378452,0.0
0.14917714988984,1.0
0.8108168310319336,1.0
0.6141844977744749,1.0
0.8798897462623203,1.0
0.0628664781176824,0.0
0.9059862507228658,0.0
0.0669653524720348,1.0
0.2875025003676264,1.0
0.155986134943574,0.0
0.145199793180642,0.0
0.1714992872211635,1.0
0.4802263983662598,0.0
0.784547395122017,0.0
0.8985285193448382,0.0
0.566936197968926,1.0
0.1575728657802799,0.0
0.0789663700165128,0.0
0.4941462230822662,1.0
0.7655543215051287,1.0
0.6202508274204044,0.0
0.5828496569433824,1.0
0.0479128931088656,0.0
0.4115140450290889,1.0
0.5504331328376941,0.0
0.5983686367174612,0.0
0.0045405744758366,1.0
0.1994005552832898,0.0
0.9500671602735976,1.0
0.508668868474757,0.0
0.7037804446578919,1.0
0.3080953806347251,1.0
0.5854415701885369,0.0
0.3564039558350291,1.0
0.296861008537428,0.0
0.4113665515896761,0.0
0.4598246177247779,1.0
0.3310698664407176,1.0
0.2578691153699695,0.0
0.6239122763889133,1.0
0.3806832437654084,1.0
0.201672927925916,0.0
0.7585377234008874,1.0
0.7238914930371175,1.0
0.8870604181749068,0.0
0.5550709739032086,0.0
0.2793289642817244,0.0
0.8639388528709132,1.0
0.2801935791410871,0.0
0.6557109538417198,1.0
0.1902332955790138,1.0
0.6292697235207638,0.0
0.8410750965953979,1.0
0.5399873028949275,1.0
0.4708906208695899,0.0
0.993779437618799,0.0
0.0221948473181041,0.0
0.3316538987747696,0.0
0.9188614001449736,0.0
0.6427455126805705,0.0
0.5421417280642786,0.0
0.6377916616987053,1.0
0.3218577842705825,0.0
0.0709391776683551,1.0
0.2750373018227193,0.0
0.3364211839961657,1.0
0.4798734519617946,1.0
0.3938549242927402,0.0
0.5210344291532608,0.0
0.1959249453412787,1.0
0.1838850380293549,1.0
0.3516463963400882,1.0
0.4737198928060598,0.0
0.3416567148324164,0.0
0.5766266947689979,0.0
0.3099158183278386,1.0
0.1770015763563017,0.0
0.8630587731643199,1.0
0.2004482853287808,0.0
0.9669323250704792,1.0
0.987707063950764,0.0
0.6969380679720054,1.0
0.5020221676190444,1.0
0.7956103578226548,1.0
0.8734394021917505,0.0
0.709733494133933,0.0
0.1018337215847198,1.0
0.0027193249425691,1.0
0.1917424576505428,0.0
0.1883710746171576,0.0
0.1823531838010145,1.0
0.5097980041009487,0.0
0.5201161360610579,0.0
0.7231715410015551,0.0
0.2013145023409931,1.0
0.0924434757501538,1.0
0.6662077590539494,1.0
0.4840077436381889,0.0
0.6664372245347582,0.0
0.380691016437429,1.0
0.750961153524408,0.0
0.6827268040400399,0.0
0.6504491528060916,0.0
0.0273150103619434,1.0
0.8583520908316795,1.0
0.3765553954663921,1.0
0.1354239990067952,1.0
0.7557569239360231,0.0
0.4864870807770179,1.0
0.0317536842460948,1.0
0.7820551309488466,1.0
0.4350197587225698,1.0
0.7550939533599695,0.0
0.7557594226701384,0.0
0.0997239523948739,1.0
0.6133115717660578,0.0
0.3600758742904159,0.0
0.5464488458434745,0.0
0.0883281086559336,1.0
0.5882547686709958,0.0
0.7777211694142003,0.0
0.9871164510446344,1.0
0.320195219144518,0.0
0.1549445342892103,0.0
0.3658433592377431,0.0
0.0190434119611533,1.0
0.4087403693186319,0.0
0.9148501997926756,1.0
0.1941936516574796,1.0
0.4777267245955102,0.0
0.5726792254615302,0.0
0.1797412915089307,0.0
0.3300268977915643,0.0
0.9116163959642258,0.0
0.2956301538986787,1.0
0.6354616200353208,0.0
0.1367611513301652,0.0
0.6699854126520017,0.0
0.2790361969556557,1.0
0.2311267695213145,1.0
0.1239669905842872,0.0
0.0465812912544221,0.0
0.968151354026874,0.0
0.4138747424833511,1.0
0.7777966925551222,1.0
0.9203532078155956,1.0
0.203868607655342,1.0
0.8700833352337694,0.0
0.7081653348955765,0.0
0.5780423397794734,0.0
0.809277265061295,1.0
0.110458550175665,0.0
0.2634830986495545,1.0
0.1308566802509176,0.0
0.8962204752607218,1.0
0.0985847407030577,1.0
0.9802490837656528,0.0
0.1096847363580996,1.0
0.6619336399589609,0.0
0.660607240307171,0.0
0.93151656308182,0.0
0.3230498353850704,1.0
0.3319343908470824,1.0
0.846514369680655,1.0
0.9788734167580828,0.0
0.0298859975740118,1.0
0.6354154950525447,1.0
0.2435108239603622,1.0
0.728114650602473,0.0
0.772897356652292,1.0
0.7626979862547678,1.0
0.4354937470219272,1.0
0.1576227238443895,1.0
0.5848338554976711,0.0
0.7892258950713354,1.0
0.91245432379198,1.0
0.4526368416734809,1.0
0.2455477526192115,0.0
0.1186211801076462,1.0
0.7977939013115726,1.0
0.535337871884813,1.0
0.6743052323432631,1.0
0.1590625735494987,1.0
0.0063123575625112,0.0
0.9678730880172702,1.0
0.8110886997591749,1.0
0.3999883783773341,1.0
0.4571429174683179,0.0
0.929334479294928,1.0
0.2075005625506091,0.0
0.8030245140549342,0.0
0.0176696584454271,1.0
0.8759509301593292,0.0
0.5893558548069985,1.0
0.4775849533048414,0.0
0.7065975795114995,1.0
0.0674201291147238,0.0
0.1953872069701391,0.0
0.4069510911051736,0.0
0.6179546194334437,0.0
0.1443619331521951,1.0
0.3794423482760155,0.0
0.2607740150996821,0.0
0.6456738938911503,0.0
0.91954188676045,1.0
0.1658052186068905,1.0
0.1891007463279777,1.0
0.6006068564624722,0.0
0.4535555597504339,0.0
0.7182512448827744,0.0
0.2877821889843036,1.0
0.5448656494031606,0.0
0.3867824557948245,0.0
0.2811571698325683,1.0
0.7294495485850057,1.0
0.7960855508729784,1.0
0.3288721588789996,0.0
0.6230632446841149,0.0
0.1784247976140381,1.0
0.7911568252022816,1.0
0.2811437650067166,0.0
0.1707837196603098,0.0
0.9402368410078696,0.0
0.4224592884704241,1.0
0.643603238534984,1.0
0.8094128949809567,0.0
0.686270399794718,1.0
0.5647176062162105,0.0
0.3715589319432724,0.0
0.9187860351251604,1.0
0.1333492607520877,1.0
0.8841626294350824,1.0
0.70999067641929,0.0
0.5714721477573507,1.0
0.324666024956212,0.0
0.1458586671489424,0.0
0.4431475672438438,1.0
0.7839442779584029,1.0
0.7454721591959387,0.0
0.6455466555197366,1.0
0.9928056200955672,0.0
0.972929185566437,1.0
0.3999668308080809,0.0
0.1923758454246741,1.0
0.4638372867176429,0.0
0.8447966761785217,1.0
0.4585590419218417,1.0
0.3359067508993078,0.0
0.7413915669776828,1.0
0.6502445905985688,0.0
0.968989799176669,1.0
0.5493085925254053,0.0
0.9677636086767012,1.0
0.2908349444813062,1.0
0.8650559823535822,0.0
0.3508586121458333,1.0
0.8098755462475041,0.0
0.9262535160762484,1.0
0.6232826187945166,1.0
0.7287017909042347,0.0
0.9589259877888834,0.0
0.3751039925765613,1.0
0.5116104626303988,1.0
0.8985431735658655,1.0
0.6729362425226759,0.0
0.8738280166585156,1.0
0.6183431740895599,1.0
0.7398912780577146,0.0
0.0127997377308598,0.0
0.3396000586816297,0.0
0.7705977501405182,0.0
0.4039722308665511,0.0
0.3627871095950006,0.0
0.9518344105562262,0.0
0.5525990123021207,0.0
0.1923335632624362,1.0
0.4722305759305315,1.0
0.5187021289998328,1.0
0.9890353945144036,0.0
0.7183662450272736,0.0
0.5194334068428291,1.0
0.4319712878177251,1.0
0.9157561959683036,1.0
0.6460458187573088,0.0
0.3560232468836135,0.0
0.4646298385824826,1.0
0.2780159783776036,0.0
0.9607160097389854,0.0
0.7020823424101724,0.0
0.3922557443260899,1.0
0.1830492935410085,0.0
0.176851579781246,1.0
0.4777493082980943,1.0
0.4675682317351445,1.0
0.4177609200835487,1.0
0.8520302925912144,0.0
0.9794813336413776,0.0
0.3547588976825919,0.0
0.2945114005537938,1.0
0.7702876152598864,1.0
0.4497838070257728,1.0
0.2174246300325899,0.0
0.1807740332552387,1.0
0.2804603717546341,1.0
0.0010541179618629,1.0
0.9417062365323452,0.0
0.4302283920583674,0.0
0.0826249923969873,1.0
0.1647826202742011,0.0
0.3232552542871206,0.0
0.5517439674362038,0.0
0.7038543649536816,0.0
0.3077596425028564,1.0
0.9579021777840652,1.0
0.760483046938893,0.0
0.8260079344831394,0.0
0.3235633124630445,1.0
0.3809121058647285,0.0
0.5381038940707685,0.0
0.451688929618578,0.0
0.2597724002471619,1.0
0.9975796357690684,1.0
0.8485798402346523,1.0
0.2378552364058687,0.0
0.8926463758979,1.0
0.5869564224968479,0.0
0.0122990629754003,1.0
0.3460820709908576,0.0
0.0254774202028689,0.0
0.0875512100145696,1.0
0.178810938255432,0.0
0.4844095975422027,0.0
0.3812397974936177,0.0
0.1488123972019046,0.0
0.3945142177133225,0.0
0.3042459059357661,0.0
0.4101237888171287,1.0
0.1721406476554232,0.0
0.6097947464624446,1.0
0.0442868005018161,0.0
0.3878321270980898,0.0
0.8951349487785896,0.0
0.4196436494631245,1.0
0.4410657404129141,0.0
0.0677778598004976,1.0
0.6054454792271994,1.0
0.9366761788566712,0.0
0.2915094210625953,0.0
0.3932096841836781,0.0
0.5882292967616172,1.0
0.0929949976871414,1.0
0.950564887088752,1.0
0.4675978727240422,1.0
0.1148928480266202,0.0
0.3351516050228264,0.0
0.3737776784833944,1.0
0.3453077733169498,0.0
0.6933558435208182,1.0
0.3454510531961871,1.0
0.3237717110977109,0.0
0.3220052431658818,1.0
0.7780298414371705,0.0
0.308290283218629,0.0
0.0137359406976079,0.0
0.3654770810655371,0.0
0.2781284399638055,1.0
0.9092747301620908,0.0
0.4779133601905659,1.0
0.2344412451309656,1.0
0.9818829548860516,0.0
0.246617206442584,0.0
0.7631968638643704,0.0
0.6496574574459726,0.0
0.4622261748309936,0.0
0.4058004438255521,0.0
0.8726186895564055,0.0
0.4750879336364613,0.0
0.3753047855875103,1.0
0.3541855969490831,0.0
0.2757578895743924,0.0
0.4089331106285995,1.0
0.119717330734184,0.0
0.064890562804605,1.0
0.541511617027794,0.0
0.4542549856239884,1.0
0.1732226691327453,1.0
0.106590935714696,0.0
0.1430801342398376,0.0
0.3151572454187735,1.0
0.4514765121195705,1.0
0.1931920856857799,1.0
0.7557934070839819,1.0
0.1931663405421503,0.0
0.1239282363332156,0.0
0.9948620105520918,0.0
0.4477012172503418,1.0
0.1698354409641178,0.0
0.8948060323669546,1.0
0.2309555130093146,0.0
0.9258470510973388,0.0
0.1187596409737575,1.0
0.842033159087418,1.0
0.1841038115766226,0.0
0.938612151198686,0.0
0.5743067589665632,0.0
0.1897536770076842,0.0
0.8450402622942217,0.0
0.3905324743182531,1.0
0.7329686002493975,1.0
0.6435440123761732,0.0
0.7144389496875482,0.0
0.343644169920153,1.0
0.9391002730651578,1.0
0.5598678844932403,0.0
0.0773353610907842,1.0
0.0665024727287107,1.0
0.738387951389016,1.0
0.8501976366960541,1.0
0.695413022643385,1.0
0.2773881421934659,1.0
0.2257648380508614,1.0
0.5654945925455089,0.0
0.1966234654557841,0.0
0.3790495757235252,1.0
0.628785958678537,1.0
0.2848064717412476,0.0
0.3753866155472385,0.0
0.360456925840025,1.0
0.4605206072694501,0.0
0.6744810658600333,0.0
0.782533107470362,1.0
0.6651983351122372,1.0
0.025912743880067,0.0
0.897090104812883,1.0
0.5812559340281852,0.0
0.9205104930838868,0.0
0.9641616189945176,1.0
0.4678481267519886,0.0
0.9166273484884856,0.0
0.3653274962165838,0.0
0.2602591464862426,0.0
0.0734027418687865,0.0
0.4518224996414546,1.0
0.6888168418885497,0.0
0.9771325221511143,0.0
0.5213416613918789,1.0
0.7346309753821479,1.0
0.8963971601503564,0.0
0.5432303857156998,0.0
0.1665918247478534,1.0
0.8484305904263462,1.0
0.5742367818913897,0.0
0.7586813481787569,1.0
0.6585899488284606,1.0
0.0608026642706094,0.0
0.1689428695235143,0.0
0.2861456646768616,0.0
0.2846028369846676,1.0
0.8394146488846559,0.0
0.5983164089054586,0.0
0.0831534629994333,1.0
0.3871530949778704,1.0
0.5563834017489001,1.0
0.2513785687608045,0.0
0.0395867437768911,1.0
0.3802142343177015,1.0
0.4611863792973761,0.0
0.9050199528346108,0.0
0.9086232674580368,0.0
0.5004227177978078,1.0
0.4714980195131864,0.0
0.6406036445671467,0.0
0.2580036494018848,1.0
0.2856097801162683,0.0
0.0022890582254503,0.0
0.077987005794142,0.0
0.1783369881102717,1.0
0.6406743635632781,0.0
0.2125104424988072,0.0
0.1238807636333017,0.0
0.6163922598993398,0.0
0.6518581386354135,1.0
0.0594374941756514,1.0
0.7730765390165156,1.0
0.6062387142011415,0.0
0.3970256933663403,0.0
0.9834828304400008,0.0
0.0099349952435894,1.0
0.5448977796267629,1.0
0.1595258504502462,1.0
0.329253693680101,1.0
0.1330093391560503,1.0
0.6683321856412038,0.0
0.4015344593958685,0.0
0.9866018490777778,0.0
0.6539564498852943,0.0
0.9175971259714,0.0
0.2406967285423393,0.0
0.318698864210548,1.0
0.3626225270110994,0.0
0.8387315617114112,0.0
