Elevation (m),Flood Occurred
0.0742552313737289,1.0
0.870141793761011,0.0
0.2898586555694609,0.0
0.0016828111519897,1.0
0.6851485740802589,0.0
0.6505078948428101,1.0
0.983282852722721,1.0
0.7193005615745524,1.0
0.3326608961829301,0.0
0.9527304030634994,0.0
0.3653089096636603,0.0
0.821324040096874,0.0
0.3356296140340269,0.0
0.0485906885753018,0.0
0.733841914928811,1.0
0.3501701821078786,0.0
0.3388440632262157,0.0
0.7159041082364541,1.0
0.3219899289377273,1.0
0.1179127503325108,0.0
0.4044833483464844,0.0
0.8239240565138316,1.0
0.1301076427519422,1.0
0.5544921112579138,1.0
0.1321629726177087,0.0
0.0490653445201416,0.0
0.3786762924746032,0.0
0.6579210171069838,1.0
0.2749274042555558,1.0
0.4457147545638579,1.0
0.4913261584696621,0.0
0.8413747466994907,1.0
0.8190579849496847,1.0
0.0022177639150481,1.0
0.4138944896741252,1.0
0.6561282757452205,1.0
0.8524834676669066,0.0
0.0487802067133672,1.0
0.6282784629410291,1.0
0.8421041488571671,0.0
0.2550110147133851,1.0
0.2051786226154796,0.0
0.4678386340782828,0.0
0.9626949731284083,0.0
0.6929330202689583,0.0
0.4244632360283086,1.0
0.020738075060246,1.0
0.5567377713779641,0.0
0.3487468903385931,1.0
0.1856309504631242,1.0
0.5001455841073384,1.0
0.341339634309474,0.0
0.0386045122795658,1.0
0.7255609632510983,1.0
0.7326396674294906,1.0
0.6188591932027306,1.0
0.8409049991094676,0.0
0.2031033060064528,1.0
0.2861444820425972,0.0
0.4586426851894315,1.0
0.0600604828619685,0.0
0.8836410194513549,0.0
0.4906236625583257,1.0
0.3246159795572735,1.0
0.4779552726886008,1.0
0.3250826779831512,0.0
0.2862063666362848,1.0
0.4480026292904934,0.0
0.4818975026328698,1.0
0.4333258421146632,1.0
0.5479406186453413,1.0
0.7834487015909342,0.0
0.0571527493229215,0.0
0.8115955608944168,0.0
0.2284626189781003,1.0
0.2520271500637864,1.0
0.5994892948887954,1.0
0.9757900322200974,1.0
0.0172737255638701,0.0
0.673175178861861,0.0
0.6969448543421701,0.0
0.5736680196733952,0.0
0.0095625407330454,0.0
0.6063763582045605,1.0
0.1149205924347882,1.0
0.0779575503117643,0.0
0.6961090202668738,0.0
0.7002830549922083,1.0
0.890008730943755,0.0
0.0032512864308674,1.0
0.3787263847986599,1.0
0.0121450836136193,0.0
0.3646254823816329,0.0
0.4916532554421479,1.0
0.5297341859486416,1.0
0.3558934238463464,0.0
0.7253562589443072,0.0
0.4155708455296149,0.0
0.5171283533322182,1.0
0.8001615606027305,0.0
0.1742171651321637,0.0
0.3208470090853538,0.0
0.5214325088684617,1.0
0.7676839056333067,0.0
0.4253338389728522,1.0
0.0726552817118191,1.0
0.9889526166187522,0.0
0.7079611793039183,0.0
0.72278937245494,0.0
0.4650934582145238,1.0
0.5470494952236205,0.0
0.9941718589783788,0.0
0.5951374001486731,0.0
0.2188552436703753,1.0
0.9644955900732186,1.0
0.5377697552087949,1.0
0.0205485756853194,1.0
0.5733676250818148,1.0
0.0703635282522248,1.0
0.5275927888841795,1.0
0.825412080148644,1.0
0.5388737253302798,1.0
0.3734185115468424,1.0
0.882704751713099,0.0
0.9276965477613722,1.0
0.3474495402311623,0.0
0.4989479605933461,1.0
0.9830428743714392,0.0
0.1780162131088828,1.0
0.2980992138403516,0.0
0.4284016491804158,0.0
0.1007839772032525,1.0
0.2719818887358922,1.0
0.5446975255899996,0.0
0.2284262777485405,0.0
0.6863299279565238,1.0
0.3476300859502821,0.0
0.0896877875409471,1.0
0.7645979188825168,1.0
0.5674309379349076,0.0
0.824949561118356,1.0
0.3601134031335192,1.0
0.0192543322643385,1.0
0.0465703540101105,1.0
0.7955225989641304,0.0
0.4106158718082816,0.0
0.9765046168223458,1.0
0.8303900366186936,1.0
0.0159959489346744,1.0
0.8700719807296463,1.0
0.2127904054597957,1.0
0.4862588714426438,0.0
0.5061203528838917,0.0
0.0596063852751697,1.0
0.1255676438668111,1.0
0.4230252244153932,0.0
0.6426546857590335,0.0
0.2643543532006617,0.0
0.5264051417235476,0.0
0.3791020050239588,0.0
0.6303941896069691,0.0
0.4244154786785405,1.0
0.851720202461431,1.0
0.9838648563644474,0.0
0.9131545954356816,0.0
0.1685171812245531,1.0
0.4571642040537574,1.0
0.4588046642610816,1.0
0.8405506470322275,1.0
0.3571503545062533,0.0
0.5496119608666975,1.0
0.6093043110217407,0.0
0.111419176425938,0.0
0.5579733534992545,0.0
0.2467743828672791,1.0
0.2065395184991531,0.0
0.2502493604788613,1.0
0.0992472867339731,0.0
0.0696179858201743,0.0
0.6469012611077946,0.0
0.9410887475533736,0.0
0.6880450008896382,0.0
0.3118050802389366,0.0
0.3350019797636472,0.0
0.5413972006666643,0.0
0.8663927190538757,0.0
0.2023861297571039,0.0
0.468500777053986,1.0
0.4989438980235948,1.0
0.9313310185115145,1.0
0.5361595404571726,1.0
0.7809277299479378,1.0
0.0876935227710873,1.0
0.3268769263819411,0.0
0.6114493078524224,0.0
0.6776806696718409,0.0
0.8853078151217236,1.0
0.5904442449516163,1.0
0.2895230022723944,1.0
0.5391026512307737,1.0
0.7115813887478335,0.0
0.7844151513836491,1.0
0.9446950736515,0.0
0.1906712358050011,1.0
0.6609836422177638,0.0
0.2002297852571365,1.0
0.3178233347407361,0.0
0.1426708562924476,1.0
0.7730607952086327,0.0
0.9141025250283586,1.0
0.0298063889904069,1.0
0.81358541635146,0.0
0.2416869807859465,1.0
0.4869633310236738,0.0
0.7482799140370636,0.0
0.5068535138721513,0.0
0.2311788179171665,0.0
0.9062667080256608,1.0
0.5936039485000248,0.0
0.9313629876568608,1.0
0.8467271676908528,1.0
0.8766811079319239,0.0
0.3616749190436445,0.0
0.9874368289238504,0.0
0.8524817603629821,0.0
0.3375630291590155,0.0
0.8965138784458376,0.0
0.7553553682959587,0.0
0.7251918746881129,0.0
0.0060973734835491,1.0
0.0224436275656215,0.0
0.6948396456526236,0.0
0.278624558400496,0.0
0.0584032235864053,1.0
0.2858939273301413,0.0
0.8379930777646561,1.0
0.4706017479842663,0.0
0.6156061728819541,0.0
0.800579480420597,0.0
0.3233268805573144,0.0
0.0110187057517666,0.0
0.3232734808715797,0.0
0.956792276566734,1.0
0.4822779129410431,1.0
0.5698228472625922,0.0
0.7604932074732627,0.0
0.1148326395418403,0.0
0.733993059293724,1.0
0.2977003225997968,0.0
0.3881304234861073,1.0
0.2694285334737455,1.0
0.1534546523082515,0.0
0.3614234937711157,0.0
0.0945330350884799,0.0
0.8448634145583018,0.0
0.3058943166524507,0.0
0.6536539313716588,0.0
0.296641161745894,0.0
0.2106277220440872,1.0
0.7137090202122235,0.0
0.6240328828203731,1.0
0.2180304985668392,0.0
0.6121221744825991,1.0
0.0048729086322387,1.0
0.1768296713575008,1.0
0.7278094945951521,0.0
0.4101252011437653,1.0
0.2035507632366495,1.0
0.5059153297035015,0.0
0.4652055762934469,0.0
0.6339678873353296,1.0
0.0724267711319286,0.0
0.8194285015190962,1.0
0.0581615937540709,0.0
0.4538409528327529,1.0
0.7105241336175024,0.0
0.344768909170934,1.0
0.910220545030714,1.0
0.7552943787833692,0.0
0.4260266529479709,0.0
0.1837432208777741,0.0
0.0433199400777935,1.0
0.8017386890664456,0.0
0.194193736924445,1.0
0.269612890704149,1.0
0.0102509648750699,1.0
0.0181014879855946,1.0
0.2303471411774866,1.0
0.8729610033491806,0.0
0.7808920960528295,1.0
0.7699393706262007,1.0
0.8271156048774542,0.0
0.1865311066988076,0.0
0.9791848841766478,1.0
0.2321217917360608,1.0
0.1498380352010797,0.0
0.2945897769355909,1.0
0.5304585512049158,1.0
0.1243323029509331,1.0
0.7386793104294465,0.0
0.3714913754315832,1.0
0.5684314244112405,0.0
0.7342931926206939,1.0
0.9019936654508798,1.0
0.8194258370375569,1.0
0.5374756722496096,1.0
0.9912955774804424,1.0
0.5297442149633456,1.0
0.5359787744807785,0.0
0.1583985614453545,1.0
0.1486284120290205,1.0
0.1686140968231825,0.0
0.5918422174484398,1.0
0.4151477284061349,0.0
0.3858528489650368,1.0
0.1274607725564701,1.0
0.3810573366451292,1.0
0.377956206807492,0.0
0.6208426255348742,1.0
0.3883786903330173,1.0
0.4187387444661686,0.0
0.2724824070577663,1.0
0.1314073979996874,0.0
0.299957337047162,1.0
0.0426462001017745,0.0
0.2036318656466421,0.0
0.3249052640031367,1.0
0.1455533839782526,0.0
0.6650091629839222,0.0
0.2807065724683928,1.0
0.6155544747620814,1.0
0.6439197440263538,0.0
0.4472722822822877,0.0
0.4490909107663619,0.0
0.581481477906605,0.0
0.2623932281175861,0.0
0.0211203397517165,0.0
0.6450590200328545,0.0
0.608550499448335,0.0
0.4763724863257996,0.0
0.8758588662864167,0.0
0.5086244760167669,1.0
0.3034420034822701,0.0
0.7135843437969102,0.0
0.962518866859692,1.0
0.7369367306582324,0.0
0.9089495750701708,0.0
0.1126129734287445,0.0
0.1208871364036628,1.0
0.1545150827724033,0.0
0.7029036042057449,0.0
0.389676384923835,0.0
0.4777028900727864,1.0
0.2618568544351723,1.0
0.7361634524995433,1.0
0.8454334825463337,0.0
0.1601249417146067,1.0
0.1926532248348535,1.0
0.3393572614700528,0.0
0.2801079865578401,0.0
0.5315420771860667,0.0
0.7526410574367797,1.0
0.7933459166820308,1.0
0.2083727932308744,1.0
0.1754965790779112,0.0
0.3636569647505656,1.0
0.1476315846161614,0.0
0.0916904274337786,1.0
0.2425133634158157,0.0
0.3939141791247379,0.0
0.5878615075401246,0.0
0.7233331746409117,1.0
0.2227382738388781,1.0
0.8187424991573184,0.0
0.0335493024100577,1.0
0.4440291738887192,1.0
0.633107921533952,1.0
0.2912082488425799,1.0
0.6837362283288679,0.0
0.8671445096874386,1.0
0.0892590624388841,0.0
0.5125610688248371,0.0
0.018645244757855,1.0
0.2795155268223495,0.0
0.1368451503542367,1.0
0.6243041362533464,0.0
0.2486170312898737,1.0
0.282340130405733,1.0
0.2055526786173552,1.0
0.2437346245949733,1.0
0.2250375689157748,0.0
0.697919217715065,0.0
0.9559240651941489,1.0
0.490226378286052,1.0
0.6004108364467065,0.0
0.8181846973205161,0.0
0.4760974996036396,1.0
0.301971332616471,0.0
0.9510872538993944,0.0
0.9062575571708222,0.0
0.2202859051057482,1.0
0.7031256712342605,0.0
0.6471744978856955,0.0
0.6496684467478021,1.0
0.8306847592935206,1.0
0.6741474582638044,0.0
0.5180058777376219,1.0
0.8461516157530445,0.0
0.2647784820099016,1.0
0.6792686644317103,0.0
0.7015691058954239,0.0
0.8704120779690803,1.0
0.9984321380579396,0.0
0.5575634116028023,1.0
0.4844073989202969,0.0
0.6007063469455024,1.0
0.6587155179484575,1.0
0.713035974968486,0.0
0.2811622221624815,1.0
0.4870265268424946,0.0
0.3708851114340543,0.0
0.0386531246388985,1.0
0.6095488065446827,1.0
0.874907535845254,0.0
0.9215776120897862,1.0
0.5174255395928858,1.0
0.7659498154809454,0.0
0.7124643449446897,1.0
0.2288262959005996,1.0
0.0627965399394052,0.0
0.7479170467987876,0.0
0.2826364268213527,0.0
0.549392485891805,1.0
0.5240679563671012,0.0
0.8179524002937497,1.0
0.6446799863651455,1.0
0.8472332720980627,0.0
0.7522977401259013,1.0
0.9999562084290384,1.0
0.8639651927802956,0.0
0.2110003759003665,0.0
0.9615040069064442,0.0
0.3400909906787716,0.0
0.607864964548633,0.0
0.9414607017013844,0.0
0.2140898474462474,0.0
0.8573875092881522,1.0
0.9532655928003578,0.0
0.8538377901185856,1.0
0.8192501544630824,0.0
0.2645517924523163,1.0
0.4070734165792768,1.0
0.760397857092307,0.0
0.1180655050303709,0.0
0.8884690015653866,1.0
0.2101805334803803,1.0
0.564820648917348,1.0
0.1049562496053191,0.0
0.1851071214296741,0.0
0.5855193062980358,0.0
0.6346739362941275,1.0
0.2696902549773057,0.0
0.118997637602503,1.0
0.5495660084416467,0.0
0.8407221384581441,1.0
0.2013669111642189,0.0
0.6916115985657356,1.0
0.3858494162923426,1.0
0.9431984846931262,1.0
0.0824641582066305,0.0
0.0398485009838964,0.0
0.1242099132539937,1.0
0.7825143012627532,1.0
0.9228749735813216,0.0
0.822556313540225,0.0
0.7178849972544761,1.0
0.0574692964242374,0.0
0.2137360632190374,0.0
0.9354875184400624,0.0
0.6228218139279255,1.0
0.4683135749990511,1.0
0.652348387190872,1.0
0.1785092529381559,0.0
0.8929665788968045,0.0
0.6563409262094364,1.0
0.4712345868703809,0.0
0.4573621661247107,0.0
0.8224571797776792,0.0
0.3078169947526095,1.0
0.1370367222927987,1.0
0.1855868414283232,1.0
0.0810266363222266,1.0
0.5078623760014397,0.0
0.6773008339227099,1.0
0.9340933016758954,1.0
0.750876370233927,1.0
0.5831293501175294,1.0
0.8640441795390286,0.0
0.8923105097024411,0.0
0.7124372391220649,1.0
0.0561689010836589,0.0
0.2917066621704738,0.0
0.3361416336775811,0.0
0.9975056787568434,1.0
0.4641508826872017,0.0
0.761949464868041,0.0
0.8138747291935047,1.0
0.6532966409445723,0.0
0.0181510798009185,0.0
0.0192243731393858,0.0
0.8188566418146148,1.0
0.7392984182947171,0.0
0.5361231816915472,1.0
0.24879912711937,1.0
0.0866057651494423,0.0
0.1641802069034544,0.0
0.5803416992726397,0.0
0.5458357647971742,0.0
0.941376885243844,0.0
0.9573907573212642,1.0
0.5760236705736468,0.0
0.8415171018511757,0.0
0.8123265767378134,0.0
0.7524383613287439,1.0
0.4373194822022404,1.0
0.3893755585948875,0.0
0.2640712776591652,0.0
0.9372039019456282,0.0
0.8345080648724126,1.0
0.1770308914773797,1.0
0.2523974188369004,1.0
0.5813457818955085,1.0
0.4135751876053926,0.0
0.2138221403963837,0.0
0.7912282341301345,0.0
0.0014234803160666,1.0
0.3432340167145858,0.0
0.929456831115321,1.0
0.7608319321637395,0.0
0.4012572520984223,1.0
0.9288351786649048,1.0
0.9009028455238433,0.0
0.0524670871394637,1.0
0.1278436749198732,0.0
0.3871989883526372,0.0
0.9295045822788084,0.0
0.8442903783539523,1.0
0.0476438479248598,1.0
0.5123315259937665,1.0
0.7203068991079022,0.0
0.2758629956966146,1.0
0.7225786825880514,1.0
0.3696897155103965,1.0
0.273996334398997,0.0
0.3925348776615125,1.0
0.9509133883702764,1.0
0.9053951608698164,1.0
0.914054278767019,1.0
0.9174829747255352,0.0
0.1781895025219805,1.0
0.8961598297953818,1.0
0.2122005169785351,1.0
0.8382192787220023,0.0
0.5419070133864952,1.0
0.2398934180181789,1.0
0.398491982161657,1.0
0.4333586405387826,1.0
0.7332281487629144,1.0
0.6060459487403687,0.0
0.8168603751626237,1.0
0.3967761191721262,1.0
0.7436500898427572,1.0
0.7928766034430592,0.0
0.0630303392594332,1.0
0.3756039008077294,0.0
0.8860853551352069,0.0
0.7050256267365218,1.0
0.4184229972466429,0.0
0.1828908623502605,1.0
0.0965054260715899,0.0
0.2292792437726233,1.0
0.2446247887443975,0.0
0.370626411748301,0.0
0.1768367091145896,0.0
0.1459547284104667,0.0
0.8440919142239897,1.0
0.2494718242923611,0.0
0.5616185213092685,0.0
0.1992203204399675,0.0
0.4917488476151969,1.0
0.2766525243640181,1.0
0.0866917656313529,1.0
0.982296217523742,0.0
0.4577928022033426,0.0
0.3930175719638337,0.0
0.1990428575980737,1.0
0.4953621429395025,0.0
0.6352509073554264,0.0
0.3045977124994871,1.0
0.4804108516941036,1.0
0.2370114508365662,1.0
0.5277175920679432,0.0
0.7872851574189018,0.0
0.0600987548013689,1.0
0.5178409602363524,1.0
0.399334866342097,0.0
0.0739301759561013,0.0
0.9406188287883024,0.0
0.2597791940275082,1.0
0.5646254535907724,1.0
0.3725852162988039,0.0
0.2710717952433439,1.0
0.5271850252088403,0.0
0.6890742385742163,0.0
0.7856054499515808,1.0
0.6339560668643405,1.0
0.5263001388468266,1.0
0.7773297890361283,0.0
0.5174577947840369,1.0
0.9743451980368766,0.0
0.5267449666723317,0.0
0.3171979909024201,1.0
0.4463457578774798,1.0
0.4899849701304855,0.0
0.2834283257515577,1.0
0.1586532566379327,0.0
0.431363362678159,1.0
0.8971314980675869,0.0
0.2554662826478568,1.0
0.3617808759699926,0.0
0.7577861728211432,1.0
0.0821642255273897,1.0
0.8251508806955153,0.0
0.7203324286186926,1.0
0.5497742736163567,0.0
0.20940216220299,1.0
0.0925721476592947,0.0
0.2316481473156354,1.0
0.7615593587552941,1.0
0.9336025943846292,0.0
0.737946292031581,1.0
0.5276215075791267,0.0
0.9507950952689884,1.0
0.8286485606712689,1.0
0.6558744999701391,0.0
0.0377843176264244,0.0
0.2876768291641814,1.0
0.3081586334676945,1.0
0.3472037579742422,1.0
0.3893548971173804,0.0
0.9394787453714316,1.0
0.7419315241733367,1.0
0.6919813702310292,0.0
0.4264936659495452,0.0
0.3375056313098471,0.0
0.1194786360580414,0.0
0.4534810601478508,0.0
0.2052646886637745,0.0
0.3909800580313989,0.0
0.1563010923012392,0.0
0.3439535768814498,1.0
0.0428602842594848,1.0
0.0058946923132659,1.0
0.8700009854144611,0.0
0.6412975701502129,0.0
0.5876864512668575,1.0
0.5137949776290465,1.0
0.7267844321928696,1.0
0.7362232659980479,0.0
0.9353597912285604,0.0
0.244342774667075,1.0
0.7852689731837232,0.0
0.9912804183573852,0.0
0.0288992150196829,0.0
0.3739507390394052,1.0
0.436017002361714,0.0
0.821911835693712,1.0
0.0136168752007134,1.0
0.5986421220024022,1.0
0.8926763527745384,1.0
0.1475346555549482,0.0
0.1154730410709828,0.0
0.9999113169589932,0.0
0.8260394909138753,1.0
0.6974662967622716,1.0
0.3989529192628765,1.0
0.8540506707732776,0.0
0.922878247129462,1.0
0.73246525107154,1.0
0.3980662403887161,1.0
0.5835558520293418,0.0
0.0984123382009935,0.0
0.1579307222935617,1.0
0.783106955082893,0.0
0.02919290250726,0.0
0.0490784967357038,0.0
0.5080229815352157,0.0
0.1704427129028153,1.0
0.2936489210517921,1.0
0.3988030732569017,0.0
0.5222585194127751,0.0
0.2834769717250289,1.0
0.4835397179608976,0.0
0.3706490508231787,0.0
0.0809217262367783,0.0
0.8672184362627917,1.0
0.2813076006539826,1.0
0.6093985979708367,1.0
0.5698154568726234,0.0
0.1990875209027777,1.0
0.0298357646579085,0.0
0.8570198683008422,1.0
0.4976867105856911,0.0
0.4144431500678595,0.0
0.7629749953413726,1.0
0.0330373320631569,0.0
0.7652803516916955,0.0
0.408888682787786,0.0
0.5516343123267986,0.0
0.7525010509210887,0.0
0.5468199717960227,0.0
0.0616579295448355,1.0
0.7286566233704619,0.0
0.7864120887061878,1.0
0.4618808858079544,0.0
0.4390413120021405,0.0
0.2518597504700698,0.0
0.644196959779176,1.0
0.8820833564651286,0.0
0.6560059534687529,1.0
0.7713915147923912,1.0
0.8375391322842854,0.0
0.2260718104398091,0.0
0.4020768171039647,0.0
0.4359407305028409,1.0
0.5589128272692886,1.0
0.049064617231196,1.0
0.5884271569714971,1.0
0.088414009916182,0.0
0.8066455037329058,0.0
0.9631374918863695,1.0
0.2897028433937303,0.0
0.5066142556588916,1.0
0.8232673945806748,1.0
0.3146041912008359,0.0
0.1576878786309557,1.0
0.7391209233196012,0.0
0.6984096429743472,0.0
0.5699607393071644,0.0
0.9445475607932368,0.0
0.9552357933857748,1.0
0.8616390613582349,0.0
0.2929647544172148,1.0
0.2252933494890102,1.0
0.8358237446336604,0.0
0.6513969290561867,0.0
0.3960969890438599,0.0
0.4097309106754191,0.0
0.8534197186555594,0.0
0.1631588431212903,0.0
0.9440840570028486,0.0
0.6332467045067867,0.0
0.7914294670744312,1.0
0.3708310724889379,0.0
0.5869159609853812,0.0
0.7500516799615663,1.0
0.4351108759770092,0.0
0.4879307097917273,1.0
0.5820982014854545,0.0
0.0632931138431401,1.0
0.8632765697559347,1.0
0.8667688743812982,0.0
0.2813593834557801,0.0
0.8799168269735528,1.0
0.7452547708686186,1.0
0.4831845661896495,1.0
0.3477226521790345,1.0
0.399350708322105,0.0
0.5344251356098506,0.0
0.4124958408139878,0.0
0.4202154308486832,1.0
0.2030451210169338,0.0
0.7078624366065048,1.0
0.6096169604373405,0.0
0.992024354791625,0.0
0.1411501738230626,1.0
0.1136373049916307,1.0
0.5159338056500847,0.0
0.151899473257476,0.0
0.6106468010723208,0.0
0.1960350691151369,0.0
0.4829916070193197,0.0
0.6113372758584575,1.0
0.4580275345383272,1.0
0.3199368491099016,0.0
0.7823855108986723,0.0
0.8547458981521265,1.0
0.2779906861735709,1.0
0.8134710870467691,0.0
0.3916038331345453,1.0
0.4876179269458697,1.0
0.2316787342830523,1.0
0.6257532765911056,1.0
0.1008224063604643,1.0
0.5916583355862055,1.0
0.9898403928853762,1.0
0.7535283794756786,0.0
0.8951374787645381,0.0
0.464183855018766,1.0
0.1420115294929318,1.0
0.2884054005887191,0.0
0.0489121312428671,0.0
0.5018088783259297,1.0
0.6497024776646821,0.0
0.4244614950917015,0.0
0.563218458929543,1.0
0.3206539756391079,1.0
0.0857499413948831,0.0
0.4319790978831341,1.0
0.5478074268479818,0.0
0.982755298063636,0.0
0.3472319069464307,1.0
0.6778124288158333,0.0
0.8227041471575532,0.0
0.3353462002522804,0.0
0.9300383059114402,0.0
0.3387876369771443,0.0
0.9699215432430622,1.0
0.0020274234166716,0.0
0.6342049786595336,0.0
0.7899976164540687,1.0
0.2800017835384223,1.0
0.1169500744253159,0.0
0.024244609858555,0.0
0.074295864008552,1.0
0.5430424596020256,1.0
0.8392513276179298,0.0
0.0630169177713959,1.0
0.1130791919185866,1.0
0.0049742588422107,0.0
0.2822193286228279,0.0
0.9213512384464674,0.0
0.2762284005623185,1.0
0.4407968001903729,0.0
0.1788729813734476,0.0
0.1161841419029992,1.0
0.1823109085991346,1.0
0.2103564452196846,1.0
0.130192002029951,0.0
0.7916247949947357,1.0
0.4772372806910986,1.0
0.5397770119982779,0.0
0.3746160581989024,0.0
0.2106665310362946,0.0
0.0937955628981991,1.0
0.075815017961469,0.0
0.1850591883066696,0.0
0.8502629243604853,1.0
0.2164703592278659,0.0
0.3547800181601797,0.0
0.5727676378976544,0.0
0.5114134592318648,1.0
0.6658603543415982,0.0
0.1942343309671875,0.0
0.5240525047750223,0.0
0.7678148734939539,0.0
0.3874757157433982,1.0
0.9720121648080994,1.0
0.5779667523575633,1.0
0.6748685787343925,0.0
0.4590747521068184,0.0
0.8579395318749932,0.0
0.4514719984144181,1.0
0.9423905290904177,1.0
0.3074389016228376,1.0
0.865910125475335,1.0
0.6393861496905737,1.0
0.7991283656482883,0.0
0.0375808531374268,0.0
0.2772203073013315,0.0
0.8471647951194303,0.0
0.3182848168120942,0.0
0.7127070197535929,0.0
0.9923117556133808,1.0
0.1770838792266607,0.0
